Номер;Рецепт
954;этот коктейль совсем не сложно приготовить  главное иметь в холодильнике пиво и лимонад выжать из лимона сок в высокие бокалы влить лимонный сок  для приготовления радлера  добавить в стакн  ст л  лимонного ликера и светлое пиво  украсить бокал долькой лимона и наслаждаться для приготовления радлера  достаточно лимонного сока  лимонада и белого пива главное правило  пиво наливается в бокал последним приятного охлаждения в жаркий день    небольшое пояснение к фото  справа радлер    слева  радлер   с присущей белому пиву непрозрачностью 
955;вскипятить водудобавить листья базиликасок лимона половины лимонасахар   ложки  по вкусу немного выдержать и можно пить й вариантсмешать черны йи зеленый чайрецепт для настоящих ценителей не для оценки 
956;отжать сок из  апельсиновтуда выжать лимонвыжать или натереть и отжать чеснок  не бойтесь вы его даже не почувствуете маслонатереть имбирь добавитьдобавить щепотку каенского перцавсе перемешать  пролить через сито в оригинале рецепта все смешивалось в блендере все
957;густой  вкусный  сладкий  кисель  знакомый нам с детства  им так любили мы лакомится  когда были еще детьми  и теперь  когда выросли  не забудем этого приятного вкуса  странно всё же  как помнится вкус  но забывается само существование этого рецепта  мама моя готовила это блюдо достаточно часто  и в жидком и в густом виде  а вот дети мои вообще приняли его за диковинку новинку но как же это вкусно  а ещё и полезно  ну  а молоко и фрукты  это и вовсе беспроигрышный вариант  и десерт из них чудесная сладкая парочка вначале готовим молочную часть  яйцо взбить с сахаром  влить туда же  мл молока и хорошо премешать  теперь на огонь   не сильный  до полного закипания  частенько помешивая  и желательно не в эмалированной кастрюле  чтобы молочко не пригорело   а пока крахмал развести с оставшимся молоком и хорошо перемешать  влить ч з ситечко в кипящую молочную смесь при непрырывном помешивании  предварительно всыпав ванильный сахар  масса сразу загускнет  так что мешать  мешать и мешать до полного гомогенного состояния и однородности     как только кисель возьмётся пузырями можно снимать с огня  готово так как у нас не напиток  а десерт  то и крахмала разумеется необходимо больше  а посему  особо не рассусоливаясь  выложить в креманки  предварительно смоченные водой по  ложки  ещё горячим  и хорошо страмбовать теперь пора заняться фруктовым слоем  вишню освободить от косточек и засыпать сахаром  пусть пускает сок а тем временем залить косточки водой и дать прокипеть   мин  процедить  отлить  мл в отдельную посуду  в остальную воду всыпать вишню и вскипятить тем временем смешать крахмал с остывшей водичкой  это делается для того  чтобы в нашем киселе не было комков  сухой крахмал сыпать в кипяток  ни ни   в кипящий компот ч з ситечко тонкой струйкой влить крахмальную смесь и так же тщательно мешать до полной однородности и готовности вишенки  конечно  немного помнутся поламаются  но здеся это не принципиально готовый фруктовый кисель отправляем вторым этажом к молочному  и так  чередуя до тех пор  пока всё не закончится    каждый слой хорошо утрамбовывать  приклеивать к предыдущему всё  пусть сидит в формах до полного остывания  а потом ещё чуток в морозилочке ну  а теперь  немного подмогнув пальчиками  вытряхнуть аккуратно  наш десерт из формы  всё   можно сдобрить украсить листиками мяты  корицей  это если сверху молочный этаж   а т ж взбитыми сливками  растопленным шоколадом  да  мало ли что можно придумать   как говорится  маслом каши не испортишь  вкусно  очень вкусно   а для меня  нелюбителя свежего и кипячёного молока просто замечательно  попробуйте и вы  
958;взбить в блендере до однородности все ингредиенты  добавив немного льда разлить по стаканам и подавать на стол 
959;для меня домашняя заготовка  это необходимое  но очень каторжное занятие  а шо делать  ведь зимой это как находка  когда в любой момент можно влезть в кладовку  и выбрать чего то на свой вкус  ну и   разумеется  в отличие от магазинских консервов  на   знаешь  что там есть  а чего нет  да и быть не должно я вчера всё утро косилась  как кот на сало  на ведро чернокорки  ну тут уж выбирать всё одно не приходится  у нас в этом году стояла страшная жара  а теперь начались дожди  так что урожай нужно спасать как от погодных факторов  так и от всяких мелких вредителей  так что  запасшись терпением и   кг сахара  побрела на кухню   вначале я сделала заготовку из вишни для пирогов  пирожков и блинчиков  для этого её нужно хорошенечко помыть под холодной водой  дать стечь  а теперь самое нудное выколупывание косточек литровые банки уже вымыты и высушены  делаю я такие вишни уже сладкими  чтобы не пришлось их потом ещё сахарить  да и сок очень вкусный остаётся в банке  а из него уже можно и соус и напиток приготовить  вобщем  чтобы долго не рассусоливать  на  банку у меня уходит  как правило где то  гр сахара  и укладываю я это слоями  сахар   ложки  вишня   горсти  и тд   заканчиваю сахаром  пока трамбуется след баночка  в предыдущей вишня даёт усадку  так что  ещё потом чуток докладываю  чтобы до верху  можно чуток прижимать пальцами  шо ей уже станется  сделала я  банки вишни  это всё  на что меня вчера хватило с ковырянием костей  вишня ещё будет  так что  можно дать себе передышку полные банки накрыла плотными пластиковыми крышками  и  в большую кастрюлю их  на дно подстелить тряпочку  чтобы  ну    сами понимаете    теперь залить водой  чтобы банки покрылись по самую шею  и ставить на огонь  стерилизовать   мин с момента закипания теперь аккуратно извлечь банки по одной из воды  закатать  а затем хорошо перемешать поболтать  чтобы весь сахар  который  бывает  остаётся на дне и сверху  ушёл в сок всё  в тепло их  под одеялко часов на   а потом в кладовку  или где там оно у кого хранится    а зимой  захотел пирожка или вареника пожалста   далее я вишни не ковыряла  но очень хорошо их помыла в ведре под проточной водой  даже дала постоять чуток в этой воде  чтобы повылазили и повсплывали всякие плодожорки в чистый бутыль уложить порядка   горстей вишни залить кипятком  накрыть пластиковой крышкой  и дать прогреться около  ти минут  теперь через ситечко слить это дело в кастрюлю с  м стаканом сахара  и снова закипятить  уже сироп  на ситечке останутся все те и  всё то  что не вымылось с первого раза  кипящим сиропом залить банку и сразу закатать  я так всегда делаю   ная заливка и всё пусть остывают в перевёрнутом виде  не стрельнуло у меня ни разу  ну вот  вишнёвый компот готов  сделала я его вчера  бутлей   и всё таки вишни ещё килограма    осталось  её я просто заморозила  разделив на  части  правда  мыла её в холодной воде достаточно долго  чтобы   так сказать  вместе с вишней мяса не наморозить  потом дала стечь  чуть обсохла вишенка  по новым кулёчкам её  прям с косточками  плотно связать  и в морозильную камеру  пусть ждёт своего часа 
960;черный чай заварить в френч прессе  затем налить в бокал в бокал айриш кофе положить специи  корица  бадьян   украсить долькой лайма и веточкой мяты по желанию добавить столовую ложку красного сухого вина 
961;основной компонент моего салата   кусочки лосося в японском кляре    темпуре   для  темпуры у меня специальная японская мука  которую надо просто развести водой  если у вас ее нет  нужно взять смесь обычной муки и рисовой и добавить яйцо  соль и тоже развести водой  вода должна быть ледяная  поэтому надо поставить ее на несколько минут в морозилку в сковороде вок разогреть масло   я смешала кукурузное и кунжутное рыбу порезать небольшими кубиками  обсушить салфеткой  и опустить кусочки в темпуру затем класть несколько кусочков в кипящее масло и жарить   минуты  обжаренные кусочки рыбы положить на бумажные салфетки  чтобы впиталось лишнее масло грибы еноки промыть и бланшировать в кипящей воде  минут корень сельдерея очистить и натереть на мелкой терке грейпфрут очистить от кожи и внутренних пленок  из   долек выжать сок  остальные разломать на кусочки салатные листья  укроп и петрушку промыть и обсушить  у кресс салата отрезать корешки приготовить заправку для салата  смешать грепфрутовый сок  оливковое масло и соевый соус  взбить вилкой начинаем сборку салата  на блюдо выложить салатные листья  далее в произвольном порядке все остальные ингредиеты  кроме рыбы посолить  поперчить  полить заправкой  непосредственно перед подачей  чтобы не отсырели  сверху выложить кусочки рыбы в темпуре классический коктейль  текила санрайз  состоит из  компонентов   текилы  апельсинового сока и гренадина  я заменила текилу на водку в бокал положить лед  влить водку  апельсиновый сок и затем сироп 
962;растолочь листья мяты с сахаром и соком лайма в шейкере  добавить лед и содовую  хорошо потрясти  только осторожно  помните  что внутри газированный напиток  тщательно процедить микс в бокал  чтобы отфильтровались листья мяты  перелить в бокал  украсить по желанию и подавать 
963;в  веке абсент использовали как панацею от всех болезней  поэтому в те времена абсент получил название   й   или  зелёная фея   это название закрепилось за абсентом до сих пор    использовалась в медицине  с её помощью возбуждали вялый аппетит и стимулировали пищеварение  абсент добавляли в вино чтобы сделать его более опьяняющим  в то время название абсента  зелёная фея  ассоциировалось с волшебством  мифологией и соблазнением женщин в  веке он получил большое распространение среди богемы европы он оставил свой след в искусстве таких мастеров как пикассо  ван гог а во франции была даже поставлена пьеса  абсент     я решил сделать сразу на два литра для этого я составил списочек и отправился в аптеку   там мной было куплено полыни  пакета  г мяты  пакет  г фенхеля  пакет  г аниса  пакета  г чабрец  пакет  г душица  пакет  г  а так же забежал к равилю и купил пару мускатных орехов и кориандр как выяснилось спирт в аптеке только по рецепту так что тут пришлось по суетиться и поискать по знакомым мной было куплено л   спирта и так в пяти литровую банку я насыпал полыни  г качество аптечной полыни оставляет желать лучшего много стеблей которые нам не нужны но перебрать мне было как то лень и я засыпал все так если собирали сами и только цветки г я думаю будет достаточно всё таки туйон это яд          аниса г фенхеля г мяты г чабрец г душицы г кориандр г мускатный орех шт я его не перемалывал просто раскалол  зверабой г  его я нашел у знакомого  залил все это спиртом  литрами нагрел на водяной бане завернул в плотную ткань что бы свет не попадал и поставил к батарее через пару дней процедуру повторил стояло это болото неделю но если лень греть то настаивать надо дольше месяца будет достаточно  по итогу получил темно зелёную настойку с ярко выраженным да же резким запахом полыни дело шло к перегонке      так я вам это пить не советую очень горькая   так как предстояло перегнать чистый спирт я разбавил настойку водой влил где то  мл в целях безопасности не стоило       перегонял на водяной бане  перегонять на водяной бане безопаснее всего пары воды не дадут вспыхнуть порам спирта поставил трех литровую банку в кастрюлю с водой и налил в банку настойку перед этим я процедил отжал травы и выкинул зря надо было с травкой  банку закрыл обычной пластиковой крышкой проделал небольшое отверстие чтобы толь только влез шланг от охладителя сам процесс шел быстро спирт испарялся хорошо вода оставалась все таки не надо было лить воду    по итогу я получил где то  л жидкости белого цвета с довольно приятным запахом  это ещё не абсент  для окраски я взял мяты г чабрец г мелисы г душицы г корки двух апельсинов все это положил в банку и залил г полученной жидкости погрел на водяной бане опять же для скорости и оставил на сутки получился зелено изумрудный цвет просто супер  перемешал с остатками и опять поставил настаивать через пару дней разбавил содержимое до  градусов меньше  нельзя эфирные масла содержащиеся в растворе выпадут в осадок  проверил качество  г абсента разбавил холодной водой ура     он помутнел значит все в порядке вуаля    можете подавать на стол     качество лучше любого покупного по крайне мере которые попробовал я и можно купить в магазинах   затратил я около  рублей на ингредиенты употребляйте в меру   г напомню что туйон яд  вполне хватает для достижения удовольствия от него 
964;на  литр сырья водка  лучше спирт   разбавленный с водой добавляем имбирный корень  гр  предварительно помыв и почистив его   пару веточек укропа и несколько горошинок перца настаивается всё это в течении   месяцев  но чем дольше тем лучше 
965;лед помещаем в шейкер и измельчаем до состояния снега арбуз очищаем от кожицы и семечек  нарезаем кусочками и помещаем в шейкер взбиваем вместе с уже измельченным льдом  добавив   ч л  меда  выкладываем в высокие стаканы  вставляем трубочку и наслаждаемся приятного аппетита   
966;в кастрюлю всыпать пряности  залить соком и поставить на огонь  довести до кипения  но не кипятить яблоко  очистив от сердцевины  нарезать тонкими ломтиками процедить напиток  добавить ломтики яблок и дать настояться не менее часа 
967;почистить порезать на не большими куски дыню  сложить в блендер замороженное молоко мёд хлопья дыня манго  взбивать сперва на малых оборотах затем на больших до однородной массы разлить по стаканам украсить кусочком манго и кукурузными хлопьями 
968;порезать банан и киви добавить сливки  молоко  взбить в блендере добавить сироп и мускатный орех  хорошо перемешать разлить по бокалам  всыпать немного льда в каждый бокал 
969;приготовить лёд выдавить в питьевую воду сок одного лайма или лимона залить в формы и заморозить разрезать ананас на две часть почистить половину ананаса от кожуры порезать на маленькие кусочки и положить в блендер предварительно заморозить йогурт замороженный йогурт порезать на кусочки и сложить в блендер затем добавить в блендер ананасовый сок лёд мёд и взбить всё на средних оборотах разлить по стаканам и украсить долькой ананаса 
970;все ингредиенты взбить блендером в однородную массу  разлить по бокалам  украсить мятой приятного аппетита 
971;в чашу блендера высыпаем смородину  миндаль затем вливаем кефир и мёд  взбиваем добавляем воду  продолжаем взбивать до лёгкой пены  разливаем по бокалам подавать с соломинкой 
972;у апельсинов срежьте крышечки  удалите мякоть из апельсинов  чтобы получились чашечки  из мякоти приготовьте сок удалите плодоножки у клубники  а у нектаринов и абрикосов косточки  пюрируйте ягоды и фрукты блендером в полученную смесь добавьте апельсиновый сок и замороженный ягоды ежевики и перемешайте разлейте приготовленный смузи в апельсиновые стаканчики  вставьте трубочки и накройте апельсиновыми крышечками приятного аппетита 
973;очистить замороженный банан от кожуры порезать небольшими кусочками и сложить в блендер поломать шоколадную плитку на маленькие кусочки и положить в блендер добавить в блендер шоколадное молоко клубнику замороженную и взбить на средних оборотах до однородной массы 
974;снять с замороженных бананов кожуру порезать на не большие куски пожить в блендер срезать с яблок кожуру удалить семенную коробку порезать на небольшие куски и сложить в блендер добавить в блендер ч л корицы молоко мёд и взбить до однородной массы готовый смузи перелить по бокалам украсить долькой яблока и посыпать чуть чуть корицей 
975;вчера был день  работы в саду     красота там  скажу я вам  всё цветёт  ирисы  маки  пионы    цветёт и благоухает  травка зеленет  рай и благодать  а за забором ещё чудо   шиповник в цвету и бузина  как я её люблю   красивый и полезный куст   вот вернулись с полными корзинами трав и цветов   давай всё это  перерабатывать   и первым делом   лимонад  вернее сироп для лимонада    и хотя я в принципе довольно  всеядная   но есть один продукт  который категорически не употребляю   это кола  которая свела весь мир с ума и заставила забыть о том  что жажду утоляет  прежде всего  вода  не буду утомлять вас трындением на тему  почему это вредно  почему я её лично не пью и т д  кому оно надо     на украине есть интересный юмористический коллектив   й квартал    конечно  родом из кривого рога  только там есть улицы с названием   ый     ой   и т д   квартал     так вот в период великого раздумья украины на распутье   идти в нато или нет   они шутили так   оно вам нато      снова меня занесло в сторону   так вот  чтобы подсластить нашу жизнь и заодно и воду  я готовлю сама лимонад   вернее  сироп для лимонада это делается очень просто  причём  можно использовать не только цветы бузины  как в данном рецепте    но и другие пахучие цветы и травы  как то  лепестки розы  мяту  подмаренник    огласим весь список    продолжайте сами  а также ягоды и фрукты  возможно изготовление сиропа и из сухих трав   технология приготовления будет немного отличаться в зависимости от исходных продуктов  но незначительно  я готовлю сироп и из листьев алоэ   но это на любителя  горчит  но зато для здоровья ой как пользительно я очень люблю бузину   как она пахнет  какие цветы красивые  какие ягоды полезные  никогда не пропускаю период её цветения  тороплюсь приготовить лимонад  сироп   насушить цветов для чая и для выпечки  информацию о бузине можно найти в инете  раньше  когда я в прошлой жизни жила на украине   то не знала бузины   ну не росла она в нашей местности   а вот в германии её полно  на украине для меня это было почти мистическое растение  потому что я знала о нём из поговорки  в огороде бузина  а в киеве дядька    и растение неизвестное  и поговорка не вполне понятная вот тут  например  можно почитать о бузине                                   
976;все ингредиенты выложить в стакан блендера и взбить если у вас свежая черника то лучше её заморозить накануне или добавить кусочек льда разлить по бокалам украсить веточкой мяты и сразу же подавать на здоровье 
977;с лимона мелкой теркой снять кожицу только желтую часть  из лимона выжать сок корень имбиря помыть не чистить натереть на мелкой терке промытую мяту средне нарезать в шейкере у меня высокая банка с закручивающейся крышкой  смешать все выше перечисленные ингредиенты с медом и небольшим количеством воды до растворения меда полученную смесь добавить в воду и хорошенько встряхнуть дать настояться  часа процедить через ситечко охладить за здоровье   
978;шоколад натереть на мелкой терке  банан порезать все ингредиенты смешать в блендере до однородного состояния 
979;клубнику и мороженое взбиваем в блендере  наливаем в бокалы и постепенно добавляем колу  коктейль должен быть густым   
980;замороженную клубнику не размораживая измельчить в блендере  у меня насадка для миксера  добавить мёд и холодную кипяченую воду перемешать до растворения мёда добавить в пюре натуральный йогурт и взбить миксером до лёгкой пены разлить в стаканы и подать к столу  приятного аппетита 
981;фрукты помыть  очистить от кожуры и косточек нарезать на кусочки  разделить на две части одну часть положить в морозильник на  ч вторую часть свежих фруктов положить в блендер добавить к ним замороженную половину затем добавить ванильный сахар и йогурт все взбить до однородной массы приятного аппетита 
982;добрый вечер уже очень много лет существует традиция у моей тётушки на даче перед едой угощает она вкуснющим коктейлемиз огурцов кефира и зелени свежей   и вот совсем недавно я узнала что это и есть смузи промытую и обсушенную зелень огурец без кожицы кефир и сметану отправляем в кухонный комбайн пюрируем и приправим в тонкий высокий стакан кладём на дно пару кубиков льда наливаем смузи кладём сверху маленькую веточку укропа и угощаем     приятного аппетита   
983;вымойте и обсушите огурцы и мяту порежьте их небольшими кусочками и пропустите через блендер переложите огуречно мятную массу в стакан блендера  добавьте мёд и кефир и взбейте приятного аппетита 
984; банан очистить от кожуры порезать на три части положить в блендер  добавить ягоды сироп молоко и йогурт  смешать   мин   добавить сметану и корицу и снова смешать   мин  разлить в бокалы  украсить по желанию 
985;выдавить апельсиновый сок и заморозить персики почистить и нарезать дольками охладитьпоместить в блендер замороженный сок персики мёд клубнику молоко лёд и перемолоть всё в блендере добавить перетёртое в крошку печенье и перемешать разлить по стаканам сервировать кусочками персика и фисташками подать ложки для коктейля 
986;вымыть  почистить овощи и порезать  с помидора снять кожицу  поместить всё в блендер  лёд тоже  хотя можно просто взять минералку    взбить  до однородности  разлить по бокалам  добавить пару капель душистого оливкого масла  в состав моего масла входили   перчик чилли  лавров лист  и розовый  красный  перец горошком   украсить по желанию и вперёд    если сделали погуще   можно кушать ложкой  освежающе вкусно приятного аппетита 
987;пристыдила меня моя подруженька лорксен после публикации моей выпечки  мол  лопаешь всё да лопаешь    стыдно мне стало  совестно    люди подсели на смузи  а я  без смузей вот и решила оправдаться перед другами и заодно  подправить свою пошатнувшуюся фигуру  особенно актуально перед встречей в гиссен     поучавствовать в конкурсе и  предложить вам вкуснятину  по крайней мере мне было вкусно  так как я люблю этот лёгкий кисло сладкий вкус  освежающий и многообещающий   а что нам обещает энтот смузя    не только вкусность  но прекрасную фигуру и богатырское здоровье  судите сами немножко придётся повозиться  а не так   вжик  и готово    но зато вы будете надолго обеспечены сырьём для этих смузей  и всякие там  долго  для меня в кулинарии не аргумент  для меня основной критерий   вкусно  а затем полезно  это кулинарии  а не гонки формулы    скорость не везде приветствуется   подумайте сами   это вкусно и очень полезно   даёшь каждому кулинару по смуз и всем нам по смузям а краешек стакана можно съесть  то бишь облизать   
988;в глубокую чашу выложить все ингредиенты и взбить блендером всего  ккал  углеводы    жиры    белки    приятного аппетита и красивых фигур 
989;авокадо очистить  вынуть косточку и порезать небольшими кубиками выжать сок половины лимона и полить им кусочки авокадопучки зелени вымыть  обсушить и порезатьсложить все ингредиенты в блендер  добавить пару капель оливкого масла  соль и перчик  с солью осторожно и взбить пару минутдолго взбивать нельзя   иначе смесь  любая  становится тёплой по желанию можно добавить расколотый в крошку лёдукрасить веточкой мяты и лимоном 
990;очистить имбирь и натереть на мелкой терке сложить в маленькую кастрюльку с одного лимона снять тоненько цедру  только желтую  выдавить с помощью вилки сок и смешать с натертым имбирем добавить   стакана воды поставить на огонь довести до кипения и кипятить около   минут  для цвета можно добавить чуть куркумы  или же настоять шафран  настой процедить добавить по вкусу мёд и сок второго лимона размешать до растворения мёда  долить холодной кипяченой водой до вкуса который вам нравится   у меня получилась  х литровая банка  охладить лимонад в холодильнике получив полезный и освежающий напиток для жарких летних дней  приятного аппетита 
991;берем стакан на дно наливаем сгущенку  затем добавляем мороженное  сверху поливаем кофе и затем с помощью кондитерского шприца украшаем сливками и посыпаем чуть корицей приятного всем аппетита 
992;фрукты вымыть и очистить  у яблок удалить семенную коробочку яблоки и киви нарезать ломтиками  бананы   кусочками все фрукты измельчить блендером фруктовую массу перелить в стакан  длбавить мёд  кефир и взбить вкусный  полезный напиток готов  угощайтесь 
993;из апельсинов и лимона выжать сок через насадку для цитрусовых в воду добавить сахар  размешать и довести до кипения   затем добавить крупно порезанные корки от апельсина и лимона  дать закипеть  и уменьшив огонь проварить все минут    выключить огонь и дать сиропу полностью остыть и настояться  чтобы быстрее остыл можно поставить в раковину с холодной водой  из остывшего сиропа убрать корки  а получившийся сироп процедить в банку или кувшин  смешать с выжатым ранее соком  и поставить в холодильник для охлаждения вкусный освежающий напиток готов 
994;ягоды гр размять блендером до состояния пюре добавить немного корицы если не выходите сразу из дома пол чайной ложки меда  добавляю в том случае если ягоды кислые добавляем кефир и творог все вместе хорошо еще раз перемешать  приятного аппетита 
995;чай делаем заранее  остужаем в холодильнике киви и яблоки очищаем от кожуры  нарезаем кубиками киви  яблоки  виноград  бруснику и чай размалываем в блендере  в пыль   добавляем мед  еще раз перемешиваем  кому не нравится мед  можно положить сахар по вкусу разливаем по бокалам и пьем  а точнее  едим 
996;предварительно делаем лимонный лед  для этого  ст  л  лимонного сока доливаем до половины стакана водой  смешиваем  разливаем по формочкам и замораживаем до состояния льдинок в бокал наливаем вермут  потом вино  потом воду  вода может быть с газом или без   по вашему вкусу  главное  чтобы не было ярко выраженного вкуса  все напитки должны быть сильно охлажденными  опускаем в бокал один или несколько кусочков лимонного льда и наслаждаемся я указала наши любимые пропорции  но  как вы понимаете  их можно менять по вкусу  любители напитков покрепче вместо воды могут добавить водку приятного отдыха 
