Номер;Рецепт
1126;нельзя сказать  что этот кулинарный рецепт относится к какой бы то ни было кухне  поскольку это  скорее  не кулинария  а медицина  по крайней мере  в большей степени   но давайте отнесем его все таки к кухне русской  поскольку речь пойдет о напитках  созданных по методике бориса болотова  изобретателя и исследователя в области сохранения здоровья и продления жизни берем небольшой отрезок марли  выкладываем в нее промытый  подсушенный и нарезанный чистотел  завязываем  превращая в мешочек  и прикрепляем к нему любой груз  помытый камешек или грузило  опускаем наш мешочек с чистотелом на дно стеклянной банки и заливаем сывороткой  смешанной с сахаром  баночку сверху накрываем либо марлей  либо льняной салфеткой  и ставим ее в темное  но не прохладное место  здесь она должна находиться на протяжении трех недель  по окончании данного срока мы получим самый настоящий квас болотова  обладающий удивительными лечебными  омолаживающими и очищающими свойствами  в частности  данный квас  из чистотела  способен очищать легкие и выводить из организма радионуклиды  готовый квас  кулинарный рецепт которого вы только что узнали  хранят в холодильнике  как именно его можно использовать  с подробными инструкциями   читайте на страницах книг болотова  
1127;не знаю  как вы  а я так просто обожаю кофе и при случае не упускаю возможности собирать всевозможные кулинарные рецепты  так или иначе связанные с его приготовлением  кофе капучино  как известно  является украшением любой кофейни  он подается в заранее прогретой фарфоровой чашке с добавлением шапки молочной пены  итальянцы начинают им каждый завтрак  способов приготовления капучино известно множество  я же предлагаю наиболее простой и наиболее традиционный  в общем то  это капучино без лишних изысков  такой  какой он и есть в своем первоначальном виде чтобы приготовить настоящий капучино классический  кулинарный рецепт итальянской кухни   нам обязательно потребуется специальная кофеварка эспрессо  электрическая  сначала в ней мы варим кофе эспрессо  после ставим чашку с охлажденным молоком под самый наконечник кофеварки  выпускаем пар и с его помощью взбиваем молоко в пену  делаем это около одной минуты  затем полученную пену укладываем в чашку с кофе эспрессо  а сверху посыпаем тертым шоколадом  собственно  наш капучино готов  
1128;ингридиенты для волшебного напитка  кипятим мёд  а лучше   не болеть  режем имбирь  готовим цедру  добавляем в мёд  процеживаем  остудив  наливаем в бутылку  добавляем виски  через месяц прошу лечиться     перелью пожалуй в  родную  бутылку  
1129;домашняя наливка  один из самых распространенных в россии и в других странах алкогольный натуральный напиток  кулинарный рецепт по приготовлению наливок прост  наливки  как правило  готовятся как с использованием спирта и водки  так и без них с использованием сахара для брожения  наливки хорошо сохраняют аромат тех плодов  из которых они были приготовлены  для натуральных слабоалкогольных наливок существует своя несложная технология  в бутылку на   заполняют спелыми ягодами без примесей черенков и листьев и засыпают сахаром  далее бутылку прикрывают марлей или любым другим полотном и ставят на солнце на   дней  бутыль периодически встряхивают  как только будет замечено начало брожения  бутыль следует убрать в темное местечко на    месяца  процесс созревания для различных ягод зависит от рецептуры и составляет от одного месяца до полугода  напитки делятся на позднеспелые  среднеспелые и скороспелые  позднеспелые наливки из абрикосов  яблок  айвы  груш созревают   месяцев  среднеспелые наливки из смородины  сливы  калины  брусники созревают    месяцев  скороспелые наливки из земляники  малины  ежевики созревают на протяжении месяца  еда подается к различным блюдам  желаем приятного аппетита  
1130;кулинарный рецепт этого хмельного напитка под названием домашняя медовуха я отыскала на одном хорошем форуме  где делятся секретами старинной русской кухни  такую медовуху когда то готовили при дворах российской знати  вполне возможно  что по этому рецепту варили медовуху когда то наши прабабушки  для начала разбавляем мед  нужно брать обязательно засахаренный мед  водой  всыпаем корицу  ставим на огонь в кастрюле с толстым дном и варим на очень медленном огне  у нас в итоге должна получиться половина исходной порции воды и меда  то есть жидкость уварится вполовину  остужаем полученный сироп  пока он не станет теплым  берем булку белого хлеба  обмазываем ее дрожжами  смешанными с щепотью хмеля и опускаем в сироп  жидкость должна хорошенько перебродить  как только это произойдет  мы ее процеживаем  в холщовый мешочек укладываем пряности  обвязываем ниткой  кладем на дно стеклянной банки  сюда же вливаем медовуху  закрываем крышкой плотно и ставим в холодильник на  дней  
1131;вы услышали слово коктейль  и невольно представили себе фужер с вкусной и праздничной жидкостью  какая разница   молочный это напиток или алкогольный  а у непросвещенных людей протеин  о котором мы сегодня и поговорим  вызывает иные ассоциации  это   белок  питающий мышцы  а домашний протеиновый коктейль является одним из наиважнейших компонентов рациона спортсмена  серьезно решившего набрать вес  а еще он очень важен для роста и укрепления мышечной массы  этот коктейль обогащает организм запасом белков и сложных углеводов  которые делают тренировки эффективными  кроме того  напиток прекрасно подавляет чувство голода и полезен всем  кто соблюдает жесткую тренировочную диету  но протеин еще незаменим и в борьбе с лишними килограммами  у хорошего протеина высокое пищевое качество  он прекрасно растворим в воде  и даже приятен на вкус  не утруждает желудок  спортсменам  да и всем нам известно  что при здоровом и правильном питании в рационе должно быть и много белка  его источников много   яйца  молоко  творог  рыба  говядина  птица и проч  протеиновый коктейль  это прекрасное решение проблем спортсменов  его в домашних условиях приготовить вовсе несложно  кроме того  приготовленный своими усилиями  он будет составлен по всем правилам  итак  все компоненты смешаем  взобьем с помощью миксера  принимать следует перед тренировкой  
1132;еще один старинный кулинарный рецепт русской кухни  посвященный приготовлению вина в домашних условиях  домашнее красное вино готовится из сладкого красного винограда  поэтому для него не требуется сахара  впрочем  если вам вино на вкус покажется кисловатым  сахару можно добавить  главное  не переборщить  а то в итоге получится убойная смесь  а не годная к употреблению еда  то есть  напиток   листья шалфея лучше подсушить на свежем воздухе самостоятельно  но если сделать это невозможно  отправляемся в аптеку и покупаем его там  сначала промытый и освобожденный от стебельков виноград мнем руками  превращая в густое месиво  после измельченные шалфейные листья кладем в полотняный мешочек  завязываем его  прикрепляем маленькую гирьку  виноградный сок вместе со жмыхом сливаем в стеклянную бутыль с узким горлышком  в нее опускаем мешочек с шалфеем   на горлышко бутыли надеваем резиновую перчатку тонкую  чтобы газы могли скапливаться в бутыли  не выходя наружу  ставим бутыль в темное место до окончания процесса брожения  сливаем примерно пол литра вина и вмешиваем в него истолченную корицу и гвоздику  кипятим на огне минуты три  после доливаем в емкость кипяченой воды и вина с пряностями и выдерживаем около одной недели  затем процеживаем наше ароматное домашнее красное вино и разливаем по бутылкам  
1133;как то раз мы были на дне рождения одного нашего друга в ресторане  сам он в прошлом моряк дальнего плаванья и  соответственно  тематика праздника была морская  все напитки и еда также к ней относились  помимо множества блюд с морепродуктами  нам подавали такой напиток как грог моряка  на моё удивление  он мне очень понравился  в последствии я купила все необходимые ингредиенты и изредка готовлю его дома  если вы также хотите удивить своих гостей или близких на каком то торжестве  следуйте нехитрым инструкциям кулинарного рецепта  начинаем мы с того  что смешиваем все вышеперечисленные ингредиенты в указанных пропорциях  затем горкой насыпаем молотый лёд в небольшую воронку  после этого помещаем эту наполненную льдом воронку на донышко двойного бокала  теперь сцеживаем наш напиток в этот бокал сверху воронки  теперь немного покачиваем воронку и освобождаем горочку льда  убирая воронку  подавать напиток нужно с соломинкой  приятного аппетита  
1134;этот кулинарный рецепт предлагает приготовить обалденный горячий алкогольный напиток  такой идеально пить зимой  когда приходишь с работы  уставшая  продрогшая и вся из себя разнесчастная  еда при этом отвергается  потому что уже поздно наедаться  как правило  так что садишься на диван перед телевизором  подогреваешь себе немного напитка и блаженствуешь  ощущая  как по телу разливается приятное тепло  единственное предостережение  пить такой не рекомендуется в больших количествах  во первых  потому что может стать плохо с сердцем  все таки красное вино входит в рецептуру   во вторых  потому что горячий алкоголь бьет в голову много быстрее и сильнее обычного  нарезаем кружочками апельсин  не очищая его от кожуры  предварительно  конечно же  моем хорошенько   вливаем в кастрюлю красное вино и ром  добавляем меду  соли  корицы  черного перца  гвоздику  апельсины  перемешиваем и доводим до кипения на медленном огне  как только закипит  тут же снимаем и процеживаем  подаем тоже сразу же  впоследствии такой напиток можно подогревать перед подачей  к слову сказать  это хорошее средство от простуды  чья именно это кухня  сказать не возьмусь  потому что сама не знаю  
1135;начинаем мы его приготовление с того  что берём порошок какао и засыпаем его в среднюю по размерам ёмкость  добавляем сахарный песок по вашему вкусу  теперь всё это очень хорошо перемешиваем и затем добавляем часть горячего молоко и снова перемешиваем  после этого добавляем еще часть горячего молока и растираем всю нашу жижу  это мы делаем для того  чтобы какао получилось без комочков  после этого помещаем нашу массу на средний огонь и тоненькой струйкой вливаем в неё оставшееся горячее молоко  помешивая какао  доводим массу до кипения  когда какао готово  переливаем его по стаканам и при желании украшаем взбитыми сливками  можно поместить в какао трубочки  
1136;берем стеклянную или эмалированную кастрюлю подходящего размера  вливаем в нее вино и коньяк  добавляем сахару  молотую корицу  можно в палочках  это даже лучше   гвоздику  лимонную цедру  половинки или целого лимона   сок одного лимона  а также молотый мускатный орех  все перемешиваем и ставим на умеренный огонь  периодически мешая  доводим до кипения  даем настояться около десяти минут  затем процеживаем через ситечко  полученный напиток подогреваем перед подачей и разливаем по специальным бокалам  в каждый можно добавить дольку лимона или лайма  чтобы насладиться вкусом глинтвейна  еда к нему не подается  
1137; для приготовления этого ароматного напитка нам потребуется эмалированная кастрюля  сначала нам нужно заварить крепкий чай  лично я  к примеру  люблю чай ахмад  поэтому использовала его  сразу говорю  что чай в пакетиках категорически отвергается  никаких пакетиков  завариваем чай из чайных листочков безо всяких ароматизаторов и добавок  классический чай  скажем так   после процеживаем чайный настой  чтобы в конечном продукте не плавали чаинки  выливаем чай в кастрюлю  добавляем сухого красного вина  ставим на огонь и доводим до кипения  теперь всыпаем корицу и кладем гвоздику  если кажется  что мало  можно добавить  это не страшно  даем нашему напитку настояться около получаса под крышкой и в теплом месте  если за это время глинтвейн успел остыть  подогреваем его  а после разливаем по чашкам и пьем с наслаждением  
1138;кулинарный рецепт водки на грецких орехах я нашел в одной книжке для лечения человеческого организма при желудочно кишечных заболеваниях  прочитав материал  я был зацеплен этим методом лечения  ведь для его приготовления используются подручные средства  достать которые труда не составит  как многие знают  грецкие орехи содержат большое количество масла и клетчатки  которые усиливают деятельность наших кишечников  еще сам гиппократ рекомендовал грецкие орехи при желудочно кишечных расстройствах  водка на грецких орехах применяется как противопоносное средство  приготовление этой еды потребует настойки в течение нескольких месяцев  кг грецких орехов измельчают  заливают  л водки  добавляют   кг сахара и  л воды и ставят настаивать в течение двух трех месяцев  вот и весь рецепт  все легко и просто  при лечении язвы желудка данную настойку следует применять по одной столовой ложке перед принятием еды в течение   неделек  после небольшого перерыва кур с лечения необходимо повторить   капель  раза в день рекомендуется употреблять при язве желудка  а также при гастритах с большой кислотностью сока желудка  не рекомендуется употреблять лицам до  лет  
1139;вино из смородины в наши дни является одним из самых популярных алкогольных напитков  как в россии  так и за рубежом  существует огромное количество вариантов по созданию вина из смородины  можно увидеть вина из красной  белой  черной смородинки  все зависит от вкуса и желания делать ту или иную продукцию  в данной статье вы ознакомитесь с кулинарным рецептом по приготовлению вина из смородины  черной   этот рецепт был испробован не одним десятком людей и можно сказать только одно  рецептура не подкачала  советуем попробовать    килограмм черной смородины следует отделить от гребней  промыть в чистой воде и пропустить через соковыжималку  отдельно следует произвести процесс отжимания сока из  килограммов красного винограда  полученный отжатый сок из винограда нагревают до температуры  с  после чего добавляют пол килограмма сахара и смешивают его с соком черной смородины  не охлаждая компоненты  полученную смесь следует поставить в бутыль и подвергнуть брожению при температуре  с  брожение будет длиться в течение   дней  перед окончание брожения вино следует профильтровать через ватку и разлить в вымытые и высушенные бутылки  бутылки необходимо укупорить замоченными в вине пробками и хранить в горизонтальном положении в прохладном сухом месте  употребляем с подходящей едой  
1140;вино из слив можно готовить по разному  данный кулинарный рецепт  например  не включает в себя водку или спирт  здесь нужны только сами сливы и немного сахара  на брожение вина  правда  уходит значительно больше времени  но вкус у напитка получается более насыщенным  рецепт сливового вина встречается во многих кухнях   сливы растут везде берем только сочные  зрелые сливы строго одного какого нибудь сорта  не смешиваем сорта ни в коем случае  иначе от вина начнет голова болеть  неплохо взять для этого перезревшие сливы  сока в которых еще больше  самое главное  это выделяемый ими при брожении сок  чем больше сока  тем больше в итоге получается вина хорошо моем сливы  удаляем плодоножки  разрезаем на две половинки  косточки выбрасываем  а сливы укладываем в стеклянные емкости с узким горлышком  засыпаем их сахаром и сверху закрываем резиновой перчаткой  баллоны ставим в темное теплое место и забываем о них на  как минимум  полтора месяца  это время  необходимое для брожения  когда срок выйдет  вино процеживаем и заливаем в бутылки  бутылки тут же закупориваем и ставим в холодильник  к нашему охлажденному вину может подойти любая еда  мясные и овощные блюда  все  кроме десертов  
1141;для начала промываем виноград  отделяем ягодки от грозди и месим их в отдельной посуде до состояния пюре  можно руками  в италии  франции и испании это и вовсе ногами делают    после укладываем в эмалированную или стеклянную посуду и прогреваем на медленном огне до шестидесяти градусов  обязательно воспользуйтесь термометром   на это у нас уйдет примерно полчаса  после смесь остужаем  откидываем на дуршлаг и хорошенько выжимаем сок  пробуем полученный сок на вкус и добавляем сахара и воды  перемешиваем и всыпаем закваску   ставим в темное место бродить при температуре не ниже двадцати градусов  плюс  на два месяца  после пробуем вино на вкус  если надо  добавляем сахара  перемешиваем до полного его растворения и переливаем без осадка в бутыли  
1142;ингредиенты что я написала можно брать в любых количествах  если кто то предпочитает более сладкий  значит возьмите больше ликера  а если хотите что бы быстрее спьянели то водки  хотя я бы не рекомендовала  берем все это и хорошенько встряхиваем  сливок немного оставьте что бы можно было потом украсить наше произведение  добавляем лед  я еще пробовала и немного влить кока колы  тоже интересный вкус  но это уже на любителя конечно  
1143;все необходимые ингридиенты добавляем воду в кефир в полученную жидкость добавляем сахар в отдельной тарелочке с теплой водой и сахаром разводим дрожжи ждем  минут чтобы дрожжи поднялись добавляем дрожжи в кефирно водную жидкость разливаем по баночкам и ставим отдыхать на   дня следим за температурой воды 
1144;что может быть проще  кефир с вареньем  самая простая еда  какая может только быть  смешайте кефир с вареньем и готово  да нет  не все так просто  возьмите кефир  варенье  любое  но лучше черную смородину или клубнику  сливки  сначала перетрите варенье через сито  чтобы косточки удалить  взбейте его миксером  постепенно добавляя сливки  а потом кефир  взбивать до пышной пены  чем слаще варенье  тем его меньше нужно брать  а вот если вы возьмите еще и   столовых ложки желатина  зальете его водой на  минут  а потом растворите на водяной бане и вобьете в нашу смесь  то получится обалденно вкусный мусс  его еще надо будет в холодильник поставить на  часа  
1145;для приготовления в домашних условиях сухого виноградного вина необходимо использовать спелые виноградные ягоды шасла или мускат сорта  сначала отделяем ягоды от кистей и перебираем  удаляя помятые и гнилые  затем ягоды разминаем над эмалированной посудой через дуршлаг  жмых и сок собираем в емкость объемом  литров  накрываем марлей и оставляем при температуре около  градусов на  дня для брожения   к концу срока брожения сок опускается на дно  а жмых остается сверху  через неделю смесь нужно процедить через дуршлаг и отжать жмых  сок сливаем в эмалированную посуду и оставляем для дображения ещё на   дней  пока он не станет мутным  через сифон сок переливаем в чистую тару и храним около  месяцев при температуре  градусов  за это время кислотность вина снижается  оно приобретает прозрачность и светлый цвет  готовое вино разливаем в бутылки  оставляя пространство между жидкостью и пробкой  бутылки закупориваем  сухим вино становится за счет полного перебраживания сахара в винограде в спирт  если сахаристость ягод невысокая нужно добавить при приготовлении вина сахарный песок из расчета  г на  л виноградного сока  
1146;яблоки разделяем на четыре дольки  удаляем сердцевинки  теперь измельчаем их в мясорубке  затем добавляем два килограмма сахару  перемешиваем  кладем две ложки изюма  и аккуратно перекладываем полученную массу в большую бутыль из стекла  сверху натягиваем обычную перчатку из резины  чтобы она очень плотно сидела на бутылке  и ставим в темное местечко на три недели  всю массу процеживаем через тонкую марлю  сложенную в несколько слоев  и отжимаем всю жидкость из мезги  всыпаем стакан сахару  вновь заливаем в бутыль и оставляем на неделю  затем процесс повторяем  процеживаем через марлю  и к каждому литру полученного вина добавляем по  ложки водки  вино можно разлить по более мелким бутылкам  закупорить и хранить до нужного дня  яблоки и изюм не мыть   на кожице находятся природные дрожжи  
1147;для приготовления домашнего вина из яблок требуются непосредственно яблоки  сахарный песок  ёмкость для брожения  мощная терка или оборудование для отжима фруктов  первым этапом приготовления вина является отжим  яблоки  снятые с дерева  моем  нарезаем на мелкие кусочки  дольки или кубики  и ссыпаем в предварительно приготовленную кастрюлю  вливаем эту в кастрюлю очищенную воду  добавляем корицу и варим до мягкости  после этого протираем фрукты через сито и отставляем до брожения на   суток  затем процеживаем и добавляем сахар в необходимом вам количестве  готовое вино процеживаем  разливаем в бутылки и храним в прохладном месте  
1148;важно  сливу для этого рецепта лучше брать домашнюю или покупную на рынке  у бабушек   не магазинную  потому что мы ее не будем мыть   на кожице ягод остаются бактерии  которые нужны для брожения  значит  сливу перебрать  выбросив гнилые плоды  переложить в широкую посуду  лучше таз  и оставить на балконе дня на   чтобы ягоды подвялились  далее сливы размять деревянным пестиком в пюре так  чтобы все косточки вышли наружу  переложить массу в стеклянную тару  можно эмалированную  и залить холодной водой в расчете    перемешать  накрыть марлей  чтобы насекомые не лезли и оставить на  дня бродить  когда процесс брожения начался  пузырьки на поверхности  отделение мезги   всю смесь процедить через сито  вмешать в нее сахар  перемешать  полученную жидкость  сусло  перелить в стеклянные банки  заполняя их на две трети  и закрыть водяным затвором  в таком виде банкидолжны простоять примерно дней  не на солнце  но в тепле  желательно в доме  когда через водяной затвор прекратит выходить углекислый газ  не будет булькать   вино нужно процедить так  чтобы не затронуть осадок  вино разлить по бутылкам и плотно закрыть их крышками  предупреждаю  что вино у вас будет мутным  сделать прозрачным его не получится   в домашних условиях это почти невозможно  это просто свойство такое у сливы  в бутылках вино лучше подержать месяца два три  только потом можно пробовать  
1149;ингредиенты снять цедру засыпаем сахар помешивая  карамелизуем сахар вливаем теплую заварку закладываем в сироп цедру и все приправы нарезаем крупными кубиками фрукты добавляем в сироп вино и нарезанные фрукты прокаливаем на сковороде ядра миндаля добавляем распаренный изюм    и миндаль добавляется мускатный орех 
1150;для приготовления в домашних условиях сухого виноградного вина необходимо использовать спелые виноградные ягоды шасла или мускат сорта  сначала отделяем ягоды от кистей и перебираем  удаляя помятые и гнилые  затем ягоды разминаем над эмалированной посудой через дуршлаг  жмых и сок собираем в емкость объемом  литров  накрываем марлей и оставляем при температуре около  градусов на  дня для брожения  к концу срока брожения сок опускается на дно  а жмых остается сверху  через неделю смесь нужно процедить через дуршлаг и отжать жмых  сок сливаем в эмалированную посуду и оставляем для дображения ещё на   дней  пока он не станет мутным  через сифон сок переливаем в чистую тару и храним около  месяцев при температуре  градусов  за это время кислотность вина снижается  оно приобретает прозрачность и светлый цвет  готовое вино разливаем в бутылки  оставляя пространство между жидкостью и пробкой  бутылки закупориваем  сухим вино становится за счет полного перебраживания сахара в винограде в спирт  если сахаристость ягод невысокая нужно добавить при приготовлении вина сахарный песок из расчета  г на  л виноградного сока  
1151;всем нам с детства знаком такой напиток как кисель  в детском саду и школе он был неизменным спутником самой разнообразной еды  подаваемой в столовых  за свою жизнь я перепробовала огромное множество различных вариаций этого напитка  но совсем недавно в гостях у подруги мне довелось попробовать приготовить по оригинальному кулинарному рецепту латышской кухни  а затем опробовать лично кисль из моркови  итак  для интересующихся рассказываю  как  собственно  нужно готовить это лакомство  сначала тщательно очищаем морковь и натираем её на крупной тёрке  затем натёртый овощь опускаем в кастрюльку с кипящей водой и варим до полной мягкости  далее добавляем к нашей массе сахар  клюквенныйили лимонный сок  можно использовать и любой другой кислый сок   предварительно разведенный кипяченой охлаждённой водой картофельный крахмал  доводим нашу массу до кипения  затем даём слегка остыть  после того как напиток слегка остыл  разливаем его по стаканам и посыпают сахаром  подаём охлажденным с молоком  
1152;для начала выливаем молоко в небольшую по размерам кастрюльку  всыпаем муку и перемешиваем венчиком до полного растворения комочков  ставим кастрюльку на огонь  доводим до кипения и даём покипеть   минуты  в другой небольшой кастрюльке доводим до кипения пиво  а затем вливаем его понемногу в кастрюльку с молоком и мукой  как только  жидкости смешались   снимаем кастрюльку с огня  теперь добавляем сахар или мёд  выбирайте то  что больше нравится вам   перемешиваем опять таки до полного растворения мёда в массе  теперь можно разлить напиток по стаканам  подавать его следует горячим  самой лучшей закуской к напитку станут сухари из чёрного хлеба  
1153;для компота промоем и переберем все ягоды  зальем ягоды кипятком и пробланшеруем в течении  минут  получившейся отвар отольем в другую кастрюльку  добавим сахар и сварим сироп  не забудьте снять пенку с сиропа  готовым сиропом зальем наши ягоды в банках и простерилезуем в течении  минут  компот готов  банки с компотом лучше хранятся в прохладном месте  
