Номер;Рецепт
335;ингредиенты  мята  чабрец  лайм  лимон  лимонная трава  сорго   сахар  вода  лайм    шт   и лимон    шт   нарезать на дольки  поставить на огонь  литр воды с сахаром   ст  л    прокипятить несколько минут  сложить в заварочный чайник или чашки лимон с лаймом  сорго   веточка   мяту   пучок  и чабрец   пучок   залить все ингредиенты сахарным сиропом  накрыть крышкой и заваривать несколько минут  готово  
336;для работы нам понадобится вишня  земляника  вода  сахар  мята  вишню перебрать  помыть  опустить в воду с сахаром   довести до кипения и на медленном огне готовить  минуты  снять кастрюлю с огня  всыпать в кастрюлю промытую землянику и выложить веточки мяты  накрыть кастрюлю крышкой и настаивать до полного охлаждения компота  компот готов  
337;для работы нам понадобится лесная земляника  молоко  фисташковое мороженое  сахар  мелисса  в стакане блендера соединить молоко и листья мелиссы  измельчить на протяжении   секунд  добавить промытую землянику  сахар и мороженое  взбить на протяжении  минуты  коктейль готов  подавайте коктейль сразу же  
338;необходимые составляющие для приготовления вкусного зимнего кофе  эспрессо  молоко  мёд  шоколад  или шоколадная паста   какао  корица  имбирь сухой и кардамон  выложите на дно чашки мёд и шоколадную пасту  я использовала расплавленный молочный шоколад   добавьте специи  имбирь и кардамон  на этом этапе действуйте  исходя из имеющейся техники  вы можете сварить кофе в турке  кофемашине  либо заварить растворимый кофе  а можете сделать проще  сразу в чашку сварить капучино  я использовала растворимый кофе  подогрейте молоко  но не кипятите  если вы действуете вручную  как я  то возьмите удобный небольшой стаканчик и налейте в него молока  но не выше середины  иначе при взбивании пузырьки пены вылезут  возьмите небольшой венчик и  зажав его между ладоней  крутите усиленно  пока молоко не вспенится  можно поступить проще и налить молоко в закрывающуюся баночку  потрясти ею секунд  и использовать получившееся молоко  налейте в кофе молоко  если пены у вас много  выложите её аккуратно ложкой сверху  моя пена получилась скудная и быстро осядающая  поэтому прошу много прощений и рассчитываю на вашу фантазию    посыпьте сверху какао с корицей  можно подавать  
339;для приготовления пряного тыквенного латте нам понадобится вода  свежемолотый кофе  сгущённые сливки  пряная смесь для тыквенного пирога  заварить крепкий кофе на  мл воды  соединить  мл воды  сгущённые сливки  тыквенное пюре  довести почти до кипения  добавить пряности  довести до кипения  поместить массу в кухонный комбайн  насадка  металлический нож   взбить на протяжении   минут до образования пены  в бокал налить тыквенную смесь  сверху налить крепкий горячий кофе  подавать латте с тыквой сразу же  
340;для приготовления киселя взять клюкву  сахар  крахмал и воду  клюкву промыть и залить  стаканами воды  сварить хороший клюквенный компот  при желании ягоду отцедить и протереть  можно оставить в киселе ягодки  снова отвар вылить в кастрюлю и добавить сахар  в оставленном стакане холодной воды растворить сахар и струйкой при помешивании вылить его в полученный клюквенный отвар с сахаром  довести до кипения  чуточку прокиптить и снять с огня  кисель готов  пить можно горячим и холодным  по вашему желанию  
341;для ликёра нам понадобится водка  сгущёнка и кокос  для начала разделаем кокос  для этого палочкой для суши протыкаем  из  кружков на кокосе  выливаем сок  затем чем нибудь тяжёлым  я молотком на балконе  разбиваем кокос  овощечисткой срезаем кожуру с мякоти кокоса  так  чтобы вся мякоть была белой  разломав мякоть на кусочки  положить в чашу блендера  насадка ножи  измельчить  засыпать стружку в банку и залить водкой  закрыть крышкой и поставить настаиваться минимум на  неделю  либо в мультиварке на режиме йогурт  часов   через  неделю будущий ликёр нужно подогреть  я это делала в микроволновке на  минуте   чтобы эфирные масла кокоса не остались на марле  а попали в наш будущий ликёр  процедить через сито и марлю  сложенную в несколько слоёв  получилось  мл настойки кокоса и много кокосовой стружки  которую я высушила и оставила для десертов  в настойку кокоса вылить банку сгущёнки  хорошо размешать и перелить в бутылку для хранения  получилась  бутылка  мл и  полные рюмки для дегустации    кокосовый ликёр готов  затрудняюсь сказать как его хранить  но если в холодильнике  то сгущёнка отделяется и становится комками и  чтобы ликёр стал однородной консистенции  надо его довести до комнатной температуры  подавать на праздниках  использовать в коктейлях и выпечке  приятного ликёропития  
342;для приготовления нам понадобится вода  кофе в зёрнах  можете взять молотый  но у свежемолотого кофе аромат ярче   сахар  сливки и корица  перемолоть кофейные зерна в мельнице  на этом этапе в мельницу к кофе можно добавить кусочек палочки корицы  высыпать кофе в турку  добавить коричневый сахар и влить холодную воду  довести до кипения  дать подняться пенке раз и убрать с огня  потом дать подняться ей ещё раз и оставить кофе на несколько минут настояться  сливки взбить с сахаром до мягких пиков   влить горячий кофе в стакан через ситечко и добавить виски  сливки лучше выдавливать из кондитерского конверта  причем надо выдавливать сливки от стенки стакана  чтобы они могли зацепиться за стенку и не утонуть  так провести по кругу  а потом к центру  это не простая процедура  но выполнимая  посыпать сверху корицей  айриш крим кофе готов  можно подавать  
343;чтобы приготовить напиток  нужно взять свежий натуральный  виноградный сок  сахар  воду  лимон  апельсин  бадьян  корицу  газированную минеральную воду  сварить сироп  сахар залить водой  поставить на медленный огонь  варить  помешивая  пока не растворится сахар  отжать сок из апельсина и лимона   апельсинового сока  мл  лимонного сока  мл  свежевыжатый виноградный сок добавить к сахарному сиропу  пряности  апельсиновый и лимонный сок добавить в кастрюлю  поставить на медленный огонь  довести до кипения и убрать с огня  дать настояться в течение  часов  концентрат настоявшегося виноградного сока процедить и налить в кувшин  непосредственно перед подачей влить в кувшин газированную воду  разлить по стаканам  добавить в напиток дольки цитрусовых и ягоды винограда  подавать можно с кусочками льда  
344;приготовьте все необходимые ингредиенты  такие как  свежую малину  банан  творожную массу или мягкий творог  натуральный йогурт без добавок и кокосовое молоко  очистите  банан и разломайте его на части  выложите в чащу комбайнера  к банану добавьте  грамм творожной массы  добавьте  грамм малины и  грамм кокосового молока  измельчите всё до однородности  подавайте смузи охлаждённым  
345;для работы нам понадобится ежевика  сахар  вода  ежевику   г  перебрать и промыть под проточной водой  выжать из ежевики сок  очень просто это сделать с помощью соковыжималки  сок поместить в холодильник  отжимки залить водой   литр   довести до кипения и проварить   минуты  напиток процедить  добавить сахар   ст  л   и хорошо перемешать  полностью охладить  а затем добавить ежевичный сок и перемешать  морс из ежевики готов  
346;для морса нам понадобится черноплодная рябина  клюква и сахар  ягоды переберём и помоем  миксером пюрируем черноплодную рябину и клюкву  протрём пюре через сито и сцедим сок в чашку  жмых не выкидываем  зальём ягодный жмых водой  поставим на огонь и доведём до кипения  соберём пенку  добавим сахар и варим на медленном огне   минут  выключим огонь и дадим настояться и остыть   часа  процедим через сито  хотя можно просто аккуратно слить  так как жмых осядет на дно  добавим в кастрюлю к ягодному отвару отжатый сок  морс готов  его можно пить горячим или холодным  
347;для смузи понадобится манго  банан  йогурт  ягоды годжи  овсяное толокно  поместите в блендер порезанные на кусочки банан и манго  добавьте годжи  толокно  влейте йогурт  взбейте всё до однородности  готово  приятного аппетита   
348;для работы нам понадобится берёзовый сок  сахар  изюм  яблоки сушёные  в банку с соком добавить сахар  сушёные яблоки и изюм  накрыть банку марлей и оставить на   дня  за это время цвет жидкости поменяется  вкус станет слегка кисловатым и появятся пузырьки  процедить напиток через марлю  квас готов  подавать такой квас лучше охлаждённым  хранить можно в холодильнике  
349;для чая понадобятся вода  чёрный чай  апельсин  клюква  гвоздика  клюкву промойте и потолчите в кастрюле  где будет завариваться чай    чистого апельсина нарежьте дольками  вместе с заваркой и гвоздикой положите в кастрюлю  залейте кипящей водой  дайте постоять   минуты на минимальной огне  готовый чай разлейте в тёплые чашки или стаканы  добавьте мёд по вкусу  
350;для приготовления лимонада возьмите  лимоны  апельсин  сахар  звёздочки бадьяна  палочку корицы  сильногазированную воду  питьевую воду  по желанию можно добавить мяту  у апельсина и лимона срезать тонко цедру  минимально захватив белую часть шкурки цитрусовых  из апельсина и лимонов выдавите сок  каждый вид сока процедить  чтобы удалить косточки  они при варке дадут горечь  в кастрюлю вливаем  мл питьевой негазированной воды  сок лимонов  сок апельсина  добавляем несколько звёздочек бадьяна и палочку корицы  ставим на огонь  на среднем огне доводим жидкость до кипения  варим  минуту  выключаем  добавляем сахар по вкусу  у меня ушло   ст  л  даём сахару раствориться  жидкость нужно процедить  чтобы удалить всё лишнее  даём полностью остыть  в графин кладём несколько кружков апельсина  лимона  нарезаем мяту  по желанию   заполняем графин на   нашим лимонным сиропом  оставшиеся   заполняем газированной минеральной водой  подаём напиток к столу остывшим  
351;для приготовления напитка из тыквы нам понадобится тыква  апельсин  лимон  сахар  вода  тыкву очистить от кожи и нарезать кубиками  апельсин и лимон освободить от кожи  порезать и засыпать на  минут сахаром  тыкву залить водой и проварить   минут  в конце добавить апельсиново лимонную смесь и довести до кипения  измельчить смесь с помощью блендера  по желанию процедить или оставить с мякотью  подавать охлаждённым  
352;для приготовления напитка нам понадобится свежая клубника  мята и катык  ягоды клубники   примерно  грамм  почистить от листовой чашечки  промыть под проточной водой и выложить на бумажное полотенце  обсушить  если клубника крупная  то нарежьте каждую ягодку на  части  переложить ягоды в блендер  листочки мяты  примерно  шт   промыть и обсушить  слегка перетереть их пальцами и добавить к клубнике  взбить на средней скорости мяту с клубникой  ввести катык   грамм   в течение   минут взбить все ингредиенты и разлить по стаканам  клубнично мятный молочный напиток готов к подаче  перед подачей лучше всего его слегка охладить   
353;для приготовления напитка возьмите сушёные плоды шиповника  свежий имбирь и засушенный золотой корень  родиолу розовую    грамм сушёного шиповника засыпьте в термос  корень имбиря   г  тонко нарежьте  добавьте в термос  можно натереть имбирь на крупной тёрке  из расчёта   чайной ложки на  литр кипятка  у золотого корня возьмите небольшой кусочек  до  г   его можно разломить  отправьте его в термос   залейте содержимое термоса крутым кипятком   мл  и плотно закройте  настаивайте чай не меньше часа  а лучше часа   чем больше настаиваете шиповниковый чай с золотым корнем  тем красивее и интенсивнее становится его цвет  и тем больше полезных свойств переходит в настой  при подаче дополните чай по желанию ломтиком лимона и ложкой мёда  приятного и полезного чаепития  
354;для работы нам понадобится замороженная красная смородина  вода  сахар   грамм ягод смородины снять с веточек  размять их вилкой  затем растолочь ягоды толкушкой и перемешать с  мл тёплой кипяченой воды  процедить смесь через сито  отделив сок  выжимки соединить в кастрюле с  мл воды  довести до кипения и готовить   минут  процедить отвар  соединить с  граммами сахара и перемешать до растворения сахара  остудить до комнатной температуры  добавить сок смородины  перемешать  морс из замороженных ягод красной смородины готов к подаче  
355;для работы нам понадобится вода  клубника  сахар  картофельный крахмал   грамм клубники промыть  удалить чашелистки  а ягоды разрезать на   частей и выложить в кипящую воду   литр   довести до кипения и проварить   минуты  измельчить содержимое кастрюли с помощью ручного блендера  добавить  грамм сахара  довести до кипения и проварить  минуту  остальную холодную воду   мл  перемешать с картофельным крахмалом   грамм  и тонкой струйкой ввести в кастрюлю  не прекращая помешивания  довести до кипения  сразу же снять кастрюлю с огня  кисель из клубники готов  подавать его можно как в горячем  так и в холодном виде  
356;для приготовления компота потребуются такие ингредиенты  алыча жёлтая и красная  абрикосы  сахар и вода  фрукты помыть  отобрать некондиционные плоды  выложить в кастрюлю алычу и абрикосы  залить фрукты водой  варить алычу и абрикосы   минут с момента закипания  когда они начнут развариваться  добавить сахар по вкусу  размешать и выключить  компот из алычи и абрикосов готов  подавать в охлаждённом виде   
357;подготовьте свежую ряженку  спелые персики  яблоко  сахар  персик очистите от шкурки  удалите косточку  яблоко также очистите от кожуры и удалите сердцевину  мякоть фруктов измельчите в чаше блендера до получения максимально однородного пюре  влейте ряженку  взбейте  попробуйте на вкус и  при необходимости  добавьте сахар  взбейте ещё раз  подавайте незамедлительно  в красивом стаканчике  
358;чтобы приготовить праздничный узвар  необходимо взять сушку ассорти  яблоки  груши  курагу  чернослив  изюм  ягоды сушёной вишни и боярышника  мёд  воду  сухофрукты перебрать  тщательно промыть под проточной водой  подготовленные сухофрукты выложить в кастрюлю  залить тёплой водой  поставить на медленный огонь  довести до кипения  добавить мёд или сахар по вкусу  варить после кипения в течение  минут  снять с плиты  оставить настояться под крышкой в течение   часов  узвар готов  он будет густым и концентрированным  процедить узвар через сито  а потом дополнительно через марлю  если в этом будет потребность   готовый узвар налить в кувшин  подавать к праздничному столу или на обед   
359;подготовим ингредиенты  высококачественный светлый ром  я рекомендую гавана  не рекомендуется  но не лично мной  ром низкого качества  ананасовый сок  либо свежевыжатый самостоятельно  либо готовый  но готовый  как правило делается с водой и с сахаром  в рецепте даётся состав готового сока  если будете сами выжимать  то количество надо подкорректировать по вашему вкусу  то есть будет отличаться интенсивность и сладость коктейля  кокосовый ликёр приготовленный самостоятельно  либо купленный  хочу заметить  что самодельный чувствуется интенсивнее  чем покупной  сливки для взбивания  удобней уже в готовом виде в баллонах  но я люблю всё сама делать  и лёд не менее  кубикоб  что потом мы разбиваем блендером  или можем целиком класть  в зависимости от желания как можно быстрей или равномерно остудить коктейль  нам необходим мерный стаканчик  если на глаз  то мы можем напоить всех с такой скоростью  что сами будем в невыгодном положении  дело в том  что в этом напитке крепость алкоголя тщательно скрыта  специально для дам  отмеряем ром в мерный стаканчик  для удобства доливаем в этот же стаканчик нужное количество кокосового сиропа  кокосовый сироп нужно всегда пред употреблением очень хорошо взболтать  чтобы отделившейся кокосовый жир смешался с основной массой  и так же вливаем в стаканчик анансовый сок  кстати  вообще для полного удобства лучше использовать шейкер  тогда всё идёт быстрее  налили и взболтнули  затем в коктейльный стакан перелили  взбиваем сливки в пики  но не очень  они должны быть холодными  тогда быстрее всё получится  и лучше недобить  чем перебить  нам масло не нужно  берём наши положенные  мл с кусочком или двумя ананаса  и кладём в коктейль  не забудем перемешать чем нибудь  не бойтесь  сливки не упадут никуда  а даже будут иметь вкус ананаса  разбиваем блендером или кладём целиком кубики льда  украшаем и наслаждаемся  аккуратно  коктейль пина оклада очень легко опьяняет  пейте умеренно  детям до  лет запрещается  
360;для приготовления компота нужно взять молодые черешки ревеня  воду  чай каркаде  лепестки суданской розы   кусочек корня имбиря  сахар  бутончики гвоздики и цедру лимона  черешки ревеня вымыть  овощечисткой очистить от волокон и нарезать мелкими кубиками  кусочек корня имбиря очистить и натереть на мелкой тёрке или очень мелко нарезать  с четвертинки лимона снять цедру  не затрагивая белого подкоркового слоя  в воду всыпать сахар  раствор довести до кипения  положить ревень  имбирь  лепестки каркаде  гвоздику и цедру  варить ревеневый компот  минут  подать в охлаждённом виде  
361;для приготовления понадобится кокос  банан  ананасы консервированные и кокосовые сливки  кокос нам понадобится как из за его молока  так и из за мякоти  проделайте отверстие в кокосе  слейте сок  немного мякоти соскоблите ножом   в чашу блендера поместите порезанный кусочками ананас  мякоть кокоса  банан  измельчите всё   добавьте сироп из консервированных ананасов и кокосовое молоко  ещё раз всё взбейте   разлейте по бокалам  добавьте кокосовые сливки  можно ещё кинуть  кубика льда  всё  готово  наслаждайтесь    
362;подготовим ингредиенты  яблочный сок  апельсиновый сок  лимонный сок  тростниковый сахар  фруктовый чай  палочки корицы  в  мл кипящей воды завариваем пакетики чая  остальную воду   мл  закипятим с сахаром и добавим палочки корицы  поломанные на половинки  протомим на самом малом огне около  минут  затем вливаем в воду с корицей вместе с пакетиками чай и яблочный сок  и так же вливаем апельсиновый сок  подогреваем кастрюлю  но не доводим до закипания  после апельсинового добавляем лимонный сок  всё перемешаем  как только пунш достигнет желаемой температуры для питья  убираем с огня  процедим пунш через сито в отдельную посуду и сервируем  разливаем по стаканам горячим и греемся  либо наслаждаемся в прикуску со штолленом или печеньем  
363;подготовьте спелый банан  хорошую хурму  немного свежего имбиря  молотую корицу и минеральную воду без газа  хурму помойте  удалите хвостик  мякоть нарежьте крупно и положите в чашу блендера  измельчите  добавьте банан  очищенный и нарезанный кружочками  взбейте  добавьте имбирь  очищенный от шкурки и натёртый на мелкой тёрке  корицу  ещё раз взбейте  теперь  понемногу добавляйте воду  регулируя густоту  в данном случае было использовано  мл воды  смузи получился густой  ещё раз нужно взбить смузи вместе с водой  напиток готов  при подаче можно посыпать смузи молотый корицей или тёртым мускатным орехом  
364;чтобы приготовить напиток  нужно взять яблоки ароматных сортов  базилик  мяту  дольку лимона  горячую воду  сахар  яблоки вымыть  просушить  нарезать тонкими слайсами  базилик и мяту вымыть  просушить  оборвать листья базилика  мяту оставить веточкой  листья базилика  веточки мяты  дольку лимона и сахар выложить в кувшин  сверху выложить подготовленные яблоки  залить горячим кипятком  крышку плотно закрыть  оставить на  часа на столе  снять крышку  с помощью деревянной палочки размять листья и яблоки  перемешать  снова закрыть кувшин  перевернув крышку  нажать на крышку со стороны ручки   разлить напиток по стаканам  напиток готов  подавать его можно с яблоками  при желании процедить   
365;подготовим вино белое полусладкое  лимон   веточки мелиссы и сладкое шампанское  в идеале для приготовления холодной утки нужно поставить бутылку игристого в холодильник задолго до всего остального  если у вас ситуация гости на пороге  то запихните шампанское в морозилку на   часа  а если гости задерживаются  переложите её после этого в холодильник  в любом случае  шампанское должно быть очень холодным  подготовительные мероприятия для тары  в которой холодная утка подаётся на стол  целиком и полностью зависят от конструкции этой тары  если у вас  как у меня  наклонный кувшин с ручкой сверху  да да  эта форма придумана специально для холодной утки  она в той или иной мере имитирует тело этой птицы с горлышком шеей и носиком клювом  настолько популярен был этот коктейль  что его даже обыгрывали в формах посуды   то такой кувшин нужно проморозить вместе с шампанским  то же самое время и там же  как и любой другой неспецифичный кувшин  однако холодная утка часто подаётся и в кувшинах для крюшона с внутренним резервуаром для льда  покажу как нибудь в другой раз   их  в принципе  дополнительно морозить не нужно  но тогда в составе ингредиентов появится ещё и лёд  что можно сделать с лимоном для холодной утки  можно снять цедру толстой спиралью и ароматизировать коктейль ею  можно взять только верхний жёлтый слой цедры без белого  тогда вкус будет не на столько жёсткий  лимонный  но не кислый  можно выдавить из лимона сок  можно просто порезать его на тонкие шайбочки  я снимаю цедру  и использую для чего нибудь другого   а лимон режу на кусочки  считается  что именно так выглядел старый рецепт  если игристое вино для этого рецепта должно быть очень холодным  то обычное вино к началу приготовления таким быть не должно  еще нам нужна достаточно широкогорлая тара  которую удобно будет поставить в холодильнике  в эту тару укладываем кружочки лимона и веточки лимонной мелиссы  имейте в виду  эти веточки имеют привычку всплывать  их желательно прижать лимонами  или  как у меня  кружочком лимона  надёжно затыкающим горлышко  тару с вином ставим в холодильник минимум на  минут  если спешки нет  то на пол часа   если вы собираетесь сервировать холодную утку в широкогорлом кувшине  то можно поместить туда прямо вино с лимоном и мелиссой  но в кувшины в форме утки эти компоненты не влезут  а если и влезут  то их будет крайне трудно выковыривать обратно   поэтому в них охлажденное вино заливается через воронку  либо  если горлышко очень широкое  без воронки  но при этом отслеживается  чтобы никакие куски внутрь наклонного кувшина не попали  в последнюю очередь заливается игристое вино  знаете  как трудно лить его в нормальные бокалы  сколько пены оно образует  так вот  специальные кувшины для холодной утки имеют такую форму  что игристое в них абсолютно не пузырится и позволяет наливать себя без проблем  игристое всегда добавляется непосредственно перед употреблением  коктейль из шампанского с вином холодная утка готов к сервировке  если чувствуете  что он недостаточно холодный  а он должен быть очень холодным   можете дополнительно набросать льда в стаканы   
366;для приготовления клубничного компота нам будут нужны три ингредиента  вода  клубника и сахар  ставим закипать воду  в которую сразу добавляем сахар  тем временем  освобождаем ягодки от хвостиков  тщательно промываем клубнику  в кипящую сладкую воду кладеём клубнику  когда компот вновь закипит  варим всего  минут  выключаем огонь и даём напитку остыть  ягодки отдадут компоту весь свой вкус  аромат и цвет  процеживаем клубничный компот и наслаждаемся  
367;для приготовления весеннего чая подготовить травы  вымыть свежие собранные травы  использовать только листья   вскипятить качественную отфильтрованную или бутилированную воду  для лучшего выхода вкуса и аромата  нарвите листья руками или нарежьте керамическим ножом  не используйте для этих целей ножи из металлов  положите травы в прогретый чайник и залейте кипятком  перемешайте  закройте крышкой и укройте чайник полотенцем  оставьте завариваться на  минут  разлейте готовый чай по бокалам  подайте сахар  вкусный  полезный и освежающий весенний напиток готов  приятного чаепития  
368;для приготовления смузи вам понадобится банан  молоко  миндальная мука или миндаль и несладкий какао  для украшения можете добавить немного ореховой гранолы или порубленные орехи и шоколад  в комбайне смешайте молоко и банан  добавьте какао и хорошенько перемешайте  добавьте миндальную муку и ещё раз перемешайте  чтобы получить однородную массу  разлейте по стаканам и сразу же подавайте  можете украсить гранолой или рубленым шоколадом с орехами  
369;для приготовления кваса возьмём березовый сок  сухие дрожжи  мёд  сок свежего лимона и немного сухарей для цвета  по желанию   сначала зальём дрожжи   г  небольшим количеством тёплого берёзового сока и дадим им забродить  в чистую банку нальём  столовые ложки с горкой мёда  размешаем до растворения  отрежем горбушку лимона  верхнюю часть  выжмем из неё в банку примерно  мл лимонного сока  тем временем дрожжи поднялись  вольём дрожжевой раствор в банку с соком  перемешаем  добавим пару столовых ложек   г  квасных сухарей  это необязательно  если хотим получить красивый золотистый напиток  оставим квас бродить при комнатной температуре  плотно закрыв крышкой  на следующий день можно пробовать приятный квас из берёзового сока с мёдом и лимонным соком  чуть резковатый и хорошо утоляющий жажду  
370;для приготовления напитка нужно подготовить мяту  корень имбиря  лимон  мёд  корень имбиря   грамм  почистить и натереть на мелкой тёрке  от веточек отделить листья мяты  вполне достаточно   шт    подготовить  небольшой лимон  вес моего лимона составил  грамма  показываю наглядно  так как лимоны по размеру бывают разные  нам нужно выжать сок только с половинки лимона  я заваривала напиток в чайнике  можно заварить его в термосе  все подготовленные ингредиенты переложить в чайник  сок лимонный  имбирь и листья мяты  их можно растереть руками   добавить мёд   ст  л   но можно и больше  тут дело вкуса   залить крутой кипяток  у меня  литр   напиток нужно настоять и по желанию сохранить его в тепле  я на чайник одела вот такой тёплый колпак  повторюсь  если есть термос  то можно заварить в нём   оставляем на   минут  а вообще  в идеале  настаивают его   часа   напиток получается прозрачный и очень ароматным  наливать лучше через ситечко   
