Номер;Рецепт
1222;подготовим все необходимые ингредиенты  я использую для этого пунша смородиновое варенье  завариваем свежий чай  добавляем в него мед  кладем варенье  добавляем ром  кладем дольки грейпфрута  добавляем дольку лимона в пунш  другую одеваем на стакан  пунш из варенья готов  
1223;помыть и перебрать клубнику  разложить ягоды в заранее пастеризованные банки  ягоды залить кипятком и оставить на  минут  слить жидкость в кастрюлю   закипятить и добавить сахар  вылить сироп в банки с клубникой и закатать  банки перевернуть  укутать и дать остыть  приятного аппетита  
1224;к счастью  сейчас найти замороженную малину совсем не сложно  даже в зимние время  в морозильных камерах больших магазинов она точно будет  сейчас ассортимент замороженных ягод и овощей может только радовать  а если замораживать ягоды ещё летом вошло у вас в привычку  то малиновое шампанское может стать вашим фирменным новогодним напитком  начнём    заварите малиновый чай  чай должен быть не чёрный с малиной  а чисто малиновый    добавьте в чай сахар и перемешайте до полного растворения    остудите чай  налейте в кастрюлю холодной воды со льдом и поставьте туда стакан с чаем  он быстро остынет    в шейкер вылейте шампанское и холодной малиновый чай  хорошо потрясите шейкер    разлейте по бокалам    вместо льда добавьте в малиновое шампанское замороженные ягоды малины  вот так просто готовится малиновое шампанское на новый год  вкусное и освежающее  приятного вам вечера  
1225;в трехлитровую банку заливаем воду  добавляем закваску  сюда же кладем сухой квас  засыпаем сахар  тщательно перемешиваем содержимое банки  накрываем марлей и оставляем на сутки при комнатной температуре  через сутки процеживаем квас в бутылку  храним в холодильнике  приятного аппетита  
1226;  оставьте   шоколада для украшения  положите кусочек в морозилку   остаток расплавляем на водяной бане или в микроволновке    воду подогреем  растворим в ней какао порошок и сахар     смешаем жидкую массу с растопленным шоколадом в блендере  затем вливаем сюда же кефир  смешиваем в блендере до появления пены     разливаем напиток по стаканам  а оставшийся шоколад достаем из морозилки  трем на мелкой терке и посыпаем напиток сверху  спичкой или зубочисткой вырисовываем звездочку  готово  
1227;  заливаем кофе кипятком  добавим все пряности и накрываем крышкой  пусть запаривается   минут    тем временем кипятим молоко и растворяем в нем сахар  если вы пьете кофе с сахаром     теперь запаренный кофе аккуратно процедим и разливаем по чашкам  а молоко дополнительно взбиваем  чтоб получилась пенка  и прямо кипящим заливаем в кофе     готово  
1228; перед тем как приготовить березовый сок на зиму  возьмите большую кастрюлю  налейте в нее сок  поставьте его кипятиться   подготовьте удобную тару для закатки  банки стерилизуйте  бутылки обдайте кипящей водой  при закипании сока убирайте образовывающуюся пену  иначе в банках будут рыжие хлопья  когда закипит  положите сахарный песок  мяту или лимон  их количество  на ваше усмотрение   это будет одинаково качественный продукт с разными оттенками вкуса   сок процедите и перелейте в подготовленную тару  закатайте банки  переверните их вверх дном и оставьте в таком положении остывать  березовый сок на зиму готов  
1229;тщательно вымойте морковь  нарежьте ее на части  подходящие по размеру для вашей соковыжималки   вымойте и нарежьте яблоки на дольки  очистите кусочек корня имбиря     см    очистите от кожуры   лимона   поочередно заложите все ингредиенты в соковыжималку  получившийся сок перемешайте   
1230;кисель из овсяных хлопьев   очень ценное и питательное блюдо  мало того  что это вкусно  так кисель к тому же избавляет от многих проблем с желудком и кишечником  не зря наши предки регулярно ели это вкусное блюдо  рассказываю  как приготовить кисель из овсяных хлопьев    для начала нам необходимо измельчить хлопья в муку  делаем это при помощи кофемолки или блендера    заливаем полученную муку водой комнатной температуры  размешиваем и оставляем на ночь в теплом месте    утром процеживаем через сито и ставим варить    варим все время помешивая    как только начнет густеть  добавляем чуточку соли     кисель закипел   снимаем кастрюлю с плиты и разливаем кисель по формам  такой кисель можно есть с медом или с молоком  или и с тем и другим вместе  
1231;разогрейте  литра воды  всыпьте в неё  грамм муки  процедуру всыпания проводите медленно  постоянно помешивая  в идеале надо это делать деревянной ложкой  когда смесь начинает закипать  она должна быть похожа на заварной крем  в это время понемногу добавляйте сахар  варите  помешивая  около  минут  до полного растворения  потом дайте ей остыть  параллельно разведите дрожжи в воде  вместе с солодом добавьте к смеси  в большую ёмкость перелейте заготовку  влейте всю оставшуюся воду  накройте марлей и уберите в тёплое место  через   дней брага должна забродить  образуется пенная шапка  тогда её следует перегнать на специальном аппарате  а после употреблять  
1232; заранее приготовьте для готового коктейля треугольные бокалы для мартини и хорошенько охладите их   лимон помойте  отряхните от воды  разрежьте пополам и выжмите сок   джин и ликер желательно заранее охладить  подержав их в холодильнике  чтобы коктейль получился холодным   все жидкие компоненты коктейля поместить в шейкер и энергично встряхнуть   тут же перелить готовый коктейль голубая луна в подготовленный бокал  украсить долькой лимона и подавать к столу  
1233;  в средней миске миксером на средней скорости взбить яйцо и мед    постепенно влить молоко и взбить все ингредиенты вместе в течение   минут    вылить полученный напиток в стакан  края стакана можно украсить сахарной пудрой  предварительно намочив их  а затем окунув в пудру  посыпать гоголь моголь какао при желании и подавать  
1234;всем давно известно  что овсянка очень полезная крупа  те  кто следит за воим здоровьем  по утрам завтракают овсяной кашей  а ведь из  геркулеса  можно приготовить замечательный кисель  который зарядит вас энергией на целый день  простой рецепт приготовления киселя из геркулеса добавит в ваше утреннее меню новое блюдо    заливаем теплой водой стакан геркулеса и ставим в теплое место на сутки    процеживаем черех мелкое сито  набухшие хлопья отжимаем    добавляем в получившуюся жидкость молоко и варим  непрерывно помешивая до загустения  даем закипеть и снимаем с плиты     добавляем сливочное масло размешиваем и разливаем по тарелкам  такой кисель можно есть и теплым и холодным  как сделать кисель из геркулеса привлекательным для детей   просто добавьте в тарелку с киселем ложечку их любимого варенья или молоко  хорошего вам дня  
1235;  залейте холодной водой зеленый чай  вскипятите  проварите пару минут    всыпьте сахар и соль  помешайте    непрерывно размешивая  влейте тонкой струйкой молоко  смесь необходимо довести до кипения  но не давайте отвару кипеть  снимите его с огня    разлейте готовый чай по чашкам  процеживая отвар с помощью ситечка  теперь  когда вы знаете  как приготовить зеленый чай с солью  удивите своих ближних  наслаждайтесь чудодейственным напитком  
1236; все фрукты нужно помыть отряхнуть от воды почистить и порезать на произвольные кусочки  лимонный сок нужно выжать непосредственно перед приготовлением коктейля   в блендере смешать кусочки киви и яблока в однородное пюре   влить молоко и лимонный сок и снова перемешать  когда коктейль будет уже готов  добавьте мед и снова немного взбейте   теперь сюрприз приятного зеленоватого цвета готов  разлейте его по бокалам  украсьте на свое усмотрение и постарайтесь употребить в течение часа полутора  чтобы получить максимальную пользу от натуральных витаминов  
1237;подготовьте все ингредиенты  овсяные хлопья измельчите в блендере или кофемолке  залейте овсяные хлопья чистой кипяченой водой  оставьте на  часов  размешайте  процедите жидкость через мелкое сито  добавьте подсластитель и прогрейте жидкость на среднем огне  постоянно помешивайте  варите кисель до закипания  сразу снимите с плиты  как только появятся пузыри  оставьте немного остыть  тогда кисель загустеет  овсяный кисель для похудения готов  приятного вам аппетита  
1238;собрать или купить абрикосы  лучше сорт  прищепу   перебрать  помыть  обсушить абрикосы  чистые банки на треть наполнить ягодами  банки залить кипятком  накрыть стерилизованными крышками  оставить на  минут  слить воду из банок в кастрюлю  вскипятить  добавить сахар и лимонку  снова залить сироп в банки и закатать  перевернуть  укутать и остудить банки  сироп компота получается вот таким красивым  приятного аппетита  
1239;  зелень измельчаем в блендере или мелко нарубаем ножом    добавляем к зелени кефир и масло  взбиваем    можете добавить в коктейль пару кубиков льда  наш смузи готов   
1240;пшено поместите в банку и залейте холодной фильтрованной водой и оставьте на сутки  когда пшено прорастет   промываем его  и снова заливаем водой  через  часов на поверхности появятся пузырьки  сливаем ферментированную водичку в емкость  добавляем сахар и сок  а также горсть сухофруктов  через   часов квас готов  пейте на здоровье  
1241;экспериментировать с алкогольными коктейлями можно бесконечно  предлагаю вам интересный вариант  как сделать коктейль с  фантой  и мартини  заинтригованы  апельсиновый вкус очень интересно сочетается в этом коктейле с мартини  и получается нечто весьма оригинальное     итак  чтобы приготовить коктейль с  фантой  в домашних условиях для начала нужно запастись льдом  без него он будет немного не тем     на дно бокала налейте мартини  в данном случае пропорции указаны для легкого варианта коктейля  если вы любите более высокое содержание алкоголя  тогда смело добавляйте мартини с  фантой  в равных пропорциях     аккуратно выложите кубики льда  на бокал достаточно  крупного или  небольших кусочков     важный момент   фанту  нужно наливать непосредственно перед подачей  поэтому лучше всего используйте небольшие баночки  в таком случае напиток не будет  выдыхаться      вот и весь рецепт приготовления коктейля с  фантой  и мартини  можете добавить трубочки при желании и подавать к столу   
1242;подготовьте ингредиенты  очистите апельсин от кожуры по спирали  удобно для этого использовать специальный нож для чистки моркови и картофеля  доведите до кипения вино  гвоздику  лавровый лист  ликеры и сахар  перемешивайте  пока сахар не растает  разложите спирали из цедры апельсина по бутылкам  следом разлейте вино  добавьте в каждую бутылку немного гвоздики и лаврового листа  закупорьте бутылки  охладите их и оставьте в холодильнике на неделю   
1243;представляю вам рецепт  как приготовить вино из земляники  этот напиток будет отличаться от подобных благодаря тому  что используемая ягода очень уж ароматная  её вкус не перепутаешь ни с каким другим  такое вино будет сочетаться с фруктами и сладкими блюдами     смешиваем сок земляники с сахаром и вишнёвым соком     убираем теперь эту смесь в прозрачной ёмкости  лучше  в стеклянной  в тёплое место для брожения     поставьте водяной затвор в виде шланга  если по нему перестали идти пузырьки  значит вино готово для того  чтобы его перелить  разлейте его по стеклянным бутылкам и уберите в прохладное место     храните  месяца в горизонтальном состоянии  а после можно употреблять  
1244;  вот перед вами все ингредиенты  заранее приготовьте лед  измельчите в кофемолке конфетки так  чтобы не осталось никаких крупных осколков  которые могут порезать язык     смешаем в шейкере охладженную водку  бренди и сладкие крошки  мешаем тщательно  чтобы какая то часть сладкого крошева растворилась     в шейкер затем добавим сливки и лед  взбиваем очень тщательно  чтобы в итоге у нас получилась абсолютно однородная консистенция    разливаем по бокалам   и коктейль готов  подавайте его к столу  
1245;  если вы хотите защитить свой иммунитет зимой  пейте больше компотов из черемухи летом  эта ягода невероятно полезная и вкусная    перебираем черемуху  тщательно её моем     параллельно варим сахарный сироп  когда он закипит  всыпаем ягоды    варим около  минут на слабом огне  постоянно помешивая  после этого даем компоту постоять до остывания  так он станет еще ароматнее  процеживаем его  убираем жмых и подаем    особенно вкусный компот из черемухи в холодном виде великолепно освежает и утоляет жажду  
1246;всыпьте какао и сахар в кастрюльку и перемешайте  налейте молоко и поставьте на медленный огонь  все время помешивая  доведите до кипения  снимите с огня и процедите через сито в чашки  приятного аппетита  
1247;малину тщательно переберите  но не мойте  ягоды растолките в пюре  в большую тару с малиной добавьте  мл воды и  г сахара  всё перемешайте  установите гидрозатвор на тару  оставьте сусло бродить на  дней в тёплом месте без солнечного света  раз в сутки массу перемешивайте  после этого процедите смесь с трубкой  убрав мезгу  в жидкость добавьте оставшуюся воду и  г сахара  перемешайте  оставьте на  дня с гидрозавтовром  потом в небольшом количестве жидкости разведите ещё сахар  добавьте его в основную массу  оставьте вино на   месяца  затем вино ещё раз процедите  перелив его через трубочку в большую бутыль  оставьте вино дозревать в тёмном тёплом месте  каждые   дней переливайте напиток в чистую ёмкость  убирая осадок  готовое вино перелейте в стеклянные бутылки  закупорив их  подавайте напиток охлаждённым  приятной дегустации  
1248; плоды чику вымойте  почистите и порежьте на произвольные кусочки  если вы никак не можете отыскать чику  можете заменить из на спелые манго среднего размера   если вы хотите сделать вегетарианских коктейль их диетических или прочих соображений  можете заменить обычное молоко соевым или ореховым   сложите все составляющие в блендер и тщательно смешайте их  убедившись  что масса стала однородной   разлейте готовый густой коктейль по прозрачным бокалам  украсьте его соломинкой или зонтиком и подавайте заждавшимся гостям   
1249;сливы помыть  в хорошо помытые банки положить сливы  сливы залить кипятком  настаивать  минут  слить воду из банок в кастрюлю  в сироп добавить сахар  кипятить до растворения сахара  сливы залить сиропом  долить кипятком до горлышка банки закатать банку пастеризованной крышкой  перевернуть и укутать до полного охлаждения   
1250;подготовим ингредиенты  морковь очищаем от кожуры  тыкву тщательно промываем  удаляем семечки и кожуру   с помощью соковыжималки получаем сок  перелейте сок в кастрюлю  поставьте на огонь  добавьте сахар  на  литр сока   необходимо  ст  л  сахара  сок доводим до температуры  градусов ц  т провариваем еще   минут  готовый сок разливаем по стерилизованным банкам и закатываем  приятного аппетита  
1251;муку и солод заварите одним литром кипящей воды  тщательно перемешайте и переложите в емкость для брожения  когда сусло остынет   добавляем закваску и изюм  оставляем на  часа  через сутки добавьте оставшуюся холодную воду и оставьте еще на  часа  при комнатной температуре  квас процедите и разлейте по бутылкам  храните их в холодильнике  пейте на здоровье  
1252;подготовим фрукты  очистим банан  лимон и апельсин  нарежем на небольшие кусочки  если у вас замороженная клубника   лучше ее разморозить  выложим подготовленные фрукты в чашу блендера  и измельчим до состояния пюре  пробуем  если смузи оказался слишком кислым   можно добавить ложечку меда и взбить все еще минутку  
1253;подготовьте все необходимые ингредиенты  дыню хорошо промойте и разрежьте пополам  извлеките из нее семена  снимите корочку  помойте лимон и разрежьте напополам  порежьте мякоть дыни на небольшие кусочки  оптимальный размер примерно  на  сантиметра  воду вскипятите  отправьте в нее кусочки дыни и проварите   минуты  затем всыпьте сахар и выдавите сок половины лимона  если лимона нет  добавьте лимонной кислоты на кончике ножа  варите компот около  минут  он должен приобрести насыщенный вкус дыни  тогда он будет готов  разлейте горячий компот в банки  я заливаю вместе с кусочками дыни  собственно говоря  это единственный компот  который я заливаю в банки вместе с фруктами  ведь дыня получается очень вкусной  закатайте банки или закупорьте крышками  
1254;  сухофрукты вымойте  залейте теплой водой и оставьте минут на     после обсушите и выложите в чашу мультиварки     добавьте по вкусу сахар     влейте воду  количество воды зависит от того  насколько концентрированный компот вы любите  я рекомендую    литра     включите мультиварку и установите программу  тушение  на  час     вот и все  компотик готов  перед употреблением его нужно процедить и охладить   
1255; выберите для коктейля прозрачные треугольные бокалы на высоких ножках  в которых вы обычно подаете мартини   плесните вермут в бокал и  наклоняя его под всеми углами  смочите вином весь бокал   ломтик готового бекона тщательно промокните бумажным полотенцем  чтобы убрать лишний жир   в шейкере смешайте все компоненты коктейля и сразу же вылейте их в бокал   украсьте готовый коктейль ломтиком бекона так  чтобы его край уходил глубоко в напиток  подавайте сразу же с оливками и лимоном  
1256;      груши переберите  удалите порченые плоды  вымойте        разрежьте груши на половинки  удалите сердцевину  семена            в стерилизованные банки заложите подготовленные груши  сахар  лимонную кислоту  залейте горячей водой  прикройте чистыми крышками            поставьте  банки стерилизоваться в горячую воду  вода должна доходить до плечиков банки  под банку лучше подложить полотенце  сложенное вдвое  доведите воду до кипения  стерилизуйте банку в течение  минут  закатайте крышку            остудите банку с компотом при комнатной температуре  храните компот в темном  и прохладном месте      
1257;это самый простой рецепт домашнего пива из хмеля  который только можно придумать  он довольно старый  и говорят  что раньше по этому рецепту пивной напиток умела готовить каждая хозяйка  но сейчас времена уже не те  и приготовлением пива сейчас зачастую занимаются мужчины  как настоящие любители  в нашей семье этим занимается муж  а я сторонний наблюдатель  но с техникой приготовления знакома хорошо и сейчас хочу поделиться с вами классическим рецептом домашнего пива из хмеля     для начала нам необходимо растереть хмель с сахаром и мукой    затем полученную смесь мы заливаем  литрами кипятка и оставляем настаиваться на   часа    затем еще теплую жидкость мы процеживаем и переливаем в бочку  здесь же разводим дрожжи и в конце добавляем патоку  тщательно перемешиваем    теперь пиво должно перебродить  обычно на это уходит   суток    когда процесс брожения закончится  мы разливаем пиво по бутылкам и плотно закупориваем  ставим бутылки в прохладное место на   дней   ваше домашнее пиво из хмеля готово и вы можете смело устраивать дома небольшую вечеринку     
1258;смузи   густые коктейли  хороши сами по себе  а уж с мороженым   это очень вкусное лакомство  в жару они прекрасно освежают  в качестве десерта могут подаваться в любой праздник  и рады такому десерту будут и дети  и взрослые  предлагаю вам простой рецепт приготовления смузи с мороженым  процесс очень легкий и быстрый     ягоды промыть  выложить на полотенце   пусть просохнут    удалить с ягод чашелистики    выложить ягоды в чашу блендера и хорошо взбить до состояния пюре    затем добавить слегка подтаявшее мороженое и взбить до однородного состояния    разложить смузи по бокалам и можно есть   а как сделать смузи с мороженым еще вкуснее   зависит только от вас  меняйте количество ингредиентов  добавляйте новые   экспериментируйте     
1259;  кефир ставим на слабый огонь  добавим очищенный и порезанный кусочками имбирь и палочку корицы  все сухие приправы  гвоздику  мускат  ваниль  перец и анис  помещаем в мешочек из марли  опускаем в кефир    доводить кефир до кипения не нужно  просто подогрейте его до температуры  позволяющей меду раствориться  снимаем с огня  добавляем мед и перемешаем венчиком     наливаем в стакан  посыпаем сверху корицей и подаем  
1260; замороженную малину промойте в воде  но не усердствуйте  чтобы в воду не ушел весь сок  дайте ей размерзнуться  это не обязательно    закипятите воду  бросьте в нее размерзшиеся ягоды малины  доведите до кипения на среднем огне   теперь  добавьте сахар  перемешайте до его растворения  а затем проварите еще несколько минут  компот из замороженной малины готов  
1261;  для приготовления вина подойдет виноград  который был только обожжен холодом первых заморозков  ягоды собирают прямо с кустов  в этом состоянии ягода считается наиболее сладкой  в ней как бы выморожена вода и оставлено максимальное количество сахара      затем грозди винограда очищаются от веточек  ягоды доводятся до комнатной температуры и тщательно перетираются  затем разминаются руками  в эмалированной посуде оставьте виноград на    дня бродить  для хорошего брожения необходимо поддерживать температуру на уровне  градусов       по истечении этого времени часть виноградного жмыха должна всплыть  его можно удалить  жидкость перелейте в новую чистую посуду      добавьте сахар из расчета  грамм на литр сока  хорошо перемешайте жидкость  накройте полотенцем и оставьте для продолжения процесса брожения при комнатной температуре на   дня  в это время отделится и всплывет весь оставшийся жмых      сок перелейте в специальную стеклянную посуду  сверху посуды установите водяной затвор  сок оставьте бродить  процесс должен длиться в течение  суток      готовое вино процедите  разлейте в чистую тару  отлично подойдут бутылки  которые можно закупорить  храните вино в прохладном темном помещении    
1262;сначала соедините йогурт  молоко  корицу  мед и ваниль  взбейте это венчиком  банан очистите  поломайте кусочками и превратите в пюре при помощи блендера  теперь к банану добавьте молочно йогуртовую массу  при желании добавьте немного колотого льда и еще раз взбейте блендером  разлейте по стаканам и сразу подавайте  
1263;мяту и лимон тщательно вымойте  в горячую воду бросьте цедру лимона  мяту и сахар   вскипятите смесь и убавьте огонь до минимума  варите  минут на наименьшем огне и не позволяйте напитку закипеть    потом мятный напиток процедите через марлю или сито и дайте немного остыть  в теплый напиток добавьте мед и сок лимона  в жаркую пору подавайте напиток теплым  
1264;клюкву разморозьте и промойте холодной водой  сложите ягоды в марлю или сито  выдавите отдельно пюре с соком и отдельно  ягоды  ягоды сложите в кастрюлю и залейте водой  поставьте на огонь  доведите до кипения и проварите   минуты  процедите отваренные ягоды  в полученный отвар добавьте свежевыжатый сок с пюре  добавьте мед и наслаждайтесь прекрасным напитком  морс готов  
1265; рекомендуем вам использовать для данного коктейля свежий жидкий мед или же растопленный мед прошлых сезонов  чтобы он был достаточно текучим   все фрукты нужно помыть  почистить и порезать на произвольные небольшие кусочки    все составляющие поместить в блендер и взбить до однородной массы   вылить готовый напиток в высокий стакан  сверху украсить ягодами  вафелькой и кокосовой стружкой  
1266;бананы тщательно промываем  очищаем от кожуры  удалив поврежденные участки  кожуру мелко нарезаем  должно получиться   стакана  залейте в  х литровую банку кипяченую холодную воду  поместите в воду кожуру  добавьте стакан сахара  добавьте столовую ложку сметаны  тщательно перемешайте  сверху накройте банку марлей  настаивайте  дней при комнатной температуре  каждый день квас перемешивайте  пейте на здоровье  
1267;подготовим необходимые для смузи фрукты  очистим грейпфрут и апельсин от кожуры  у груши удалим сердцевину  разделим фрукты на небольшие кусочки  выложим в чашу блендера и хорошо взобьем измельчим до состояния пюре  можно добавить чайную ложечку меда  имбирь  
1268;  вишню переберите  порченные  подгнившие ягоды выбросьте  удалите косточки  по желанию их можно подробить и добавить в наливку  тогда наливка приобретет миндальный вкус  я косточки выбрасываю    вишню залейте водкой  закройте крышкой  поставьте в темное место на  недели     процедите  отожмите   жмых можно залить   л водки и поставить в темное место настаивать на  недели   в банку с отфильтрованным настоем добавьте сахар  закройте крышкой и поставьте в темное место на  дней  периодически помешивая  до полного растворения сахара    наливку отфильтруйте через марлю сложенную в  слоя  храните в прохладном месте  
1269;  подготовьте удобную баночку и всыпьте туда овсяные хлопья     добавки можно использовать абсолютно любые  которые вам по душе  я предлагаю сочетать орешки  сухофрукты или ягоды и кокосовую стружку     также можно добавить ложку семян чиа  залейте все кефиром  перемешайте и уберите на ночь в холодильник     утром можно добавить еще немного свежих ягод  например  приятного аппетита  
1270;хорошенько переберите ягоды рябины  сорвите все ягоды с веточки  удалите поврежденные  переложите все в дуршлаг и промойте под проточной водой  возьмите  и литровую емкость для приготовления напитка  выложите в нее рябину  чередуя ее с сахаром  залейте ягоды водкой так  чтобы она полностью покрыла все плоды  настаивайте  недели  в течение первых  дней каждый день проверяйте  чтобы все ягоды были погружены в водку  при необходимости доливайте еще  спустя необходимое время слейте водку и уберите ее в сторону  а содержимое емкости с ягодами снова залейте водкой так  чтобы она покрыла их  настаивайте еще  недель  а в первую неделю проверяйте и доливайте водку при необходимости  спустя шесть недель слейте водку и смешайте ее с водкой от первого настоя  разлейте напиток по бутылкам и оставьте на  неделю отдохнуть  получится алкогольный напиток крепостью около  градусов  подавайте его охлажденным  
