Номер;Рецепт
133;от общего объема молока отлить  мл  перелить молоко в кастрюльку смешать с сахаром и солью  довести  до кипения  в стакане с оставшимся молоком смешать яйцо и муку хорошо растереть  тонкой струйкой влить яично молочную смесь в кипящее молоко размешать и проварить на медленном огне примерно  минуты добавить  ваниль  остудить напиток  приятного вам аппетита     
134;персики вымыть  обсушить  разрезать пополам и удалить косточки нарезать персики крупными кусочками  поместить в чашу блендера и пюрировать добавить мороженое  охлажденное молоко или сливки   все компоненты взбить в блендере до появления пенки готовый коктейль разлить по бокалам и подавать охлажденным приятного вам аппетита  
135;смешиваем вино и цедру цитрусовых добавляем коньяк добавляем мед и пряности подогреваем наш глинтвейн до с с  не кипятить перед подачей процедить    напиток после подогревания лучше немного настоять  чтобы специи раскрылись и отдали свой аромат  настаивают глинтвейн в закрытой емкости и в теплом месте   для приготовления напитка лучше использовать целые  а не молотые пряности  молотые пряности хуже отфильтровываются и во время приема напитка могут  попасть в ротовую полость  что создаст неприятные ощущения   глинтвейн не кипятят  а только нагревают   для приготовления напитка можно взять поровну белое и красное сухое вино   в рецепте можно заменить мед сахаром рецепт от бармена андрея гарматы  
136;завариваем зелёный чай в   л воды  внимание когда чистим ананас то помыв его предварительно  кожу  и донышки не выбрасываем заливаем и их   л горячей воды  даём настоятся до  часа  сок из апельсинов выжимаем подойдут любые цитрусовые по вкусу   смешиваем остывший процеженный чай настой остывший и процеженный ананаса сок апельсина и ложку мёда  в кувшин в котором будем подавать нашу  чайнгрию нарезаем кусочками фруктовое ассорти здесь подойдёт всё что у вас есть  фруктов должно быть на   кувшина добавляем к ним сахар  заливаем нашим напитком и даём настоятся в холодильнике не меньше часа если нужно то добавляем лёд можно любителям минералки добавить и её но выбрать с нейтральным вкусом  получился вкусный и полезный напиток и не затратный   
137; приготовление все очень просто  моем клубнику  срезаем листочки  нарезаем базилик  берем лед  у меня  маленьких кубиков  все складываем в блендер  наливаем туда же коньяк  бренди   разбиваем все в течение   секунд  лично я люблю  чтобы клубника была кусочками  так что включаю блендер прерывисто на две три секунды и повторяю раз пять  пока не увижу идеальный для меня результат важно еще раз хочу отметить  что клубника должна быть очень вкусной  такой вариант  что  не понравилась   попробую десерт сделать  не пойдет  невозможно получить великолепный результат из посредственных ингредиентов  конечно же смело используйте зеленый базилик  у него несколько другой вкус и аромат  но результат будет нисколько не хуже  
138;для начала подготовим персиковое пюре здесь имеются  способа  ый если персики очень спелые и мягкие то пюрировать их вынув косточки и пропустить через сито добавить сахар и коньяк  ой как у меня нарезать произвольно персики в жаропрочную форму добавить сахар и коньяк я добавила персиковый виски  запечь в разогретой духовке минут   до мягкости затем пюрировать и перетереть через сито  готовое пюре охлаждаем и храним в холодильнике до часа х в бокал положим несколько ложек пюре и дольём холодным шампанским в моём случае брют в процессе потребления размешиваем коктейль в бокале коктельной ложкой или просто трубочкой  приятного от ланиты  
139;смешиваем вино и цедру цитрусовых добавляем коньяк добавляем мед и пряности подогреваем наш глинтвейн до с с  не кипятить перед подачей процедить    напиток после подогревания лучше немного настоять  чтобы специи раскрылись и отдали свой аромат  настаивают глинтвейн в закрытой емкости и в теплом месте   для приготовления напитка лучше использовать целые  а не молотые пряности  молотые пряности хуже отфильтровываются и во время приема напитка могут  попасть в ротовую полость  что создаст неприятные ощущения   глинтвейн не кипятят  а только нагревают   для приготовления напитка можно взять поровну белое и красное сухое вино   в рецепте можно заменить мед сахаром рецепт от бармена андрея гарматы  
140;очистить и мелко нарезать морковь  очистить  удалить сердцевину и мелко нарезать  яблоки  измельчить морковь и яблоки в блендере до состояния пюре  добавить лимонный сок  разбавить готовое пюре яблочным соком до той консистенции  которую желаете получить  можно оставить и в виде густого пюре  тоже вкусно   можно добавить сахар по вкусу  вот и весь рецепт  просто  вкусно  и полезно  а ещё красиво   
141;миндаль ошпариваем в кипятке и чистим измельчаем в блендере  груши чистим режем и отправляем в блендер  измельчаем добавляем ванильный экстрактили ванильный сахар если хотите то мёд кефир и ещё раз взбиваем  если нужно то охлаждаем у меня и груши и кефир были из холодильника   всё наслаждаемся ароматно вкусно с орешками  приятного аппетита  
142;лимоны вымыть  обсушить  цедру аккуратно натереть на мелкой тёрке  не задевая белый слой  или счистить цедру полосками  так же  не задевая белый слой    очищенные от цедры лимоны разрезать пополам  из половинок выжать сок  вынуть косточки  если есть   в кастрюле вскипятить воду  добавить сахар  размешать до его растворения и снова довести воду с сахаром до кипения  огонь выключить  добавить в сироп лимонную цедру  перемешать  сироп с цедрой охладить до комнатной температуры  в остывший сироп добавить лимонный сок и дрожжи  перемешать  оставить на  минут  после разлить  квас  в подходящие стеклянные банки  или бутылки   добавить в банки изюм  накрыть банки марлей и оставить  квас  в тёплом  лучше тёмном  месте на сутки  после закрыть банки крышками и оставить  квас  в холодильнике ещё на сутки  готовый  квас  процедить приятного аппетита  
143;ягоды размораживаем если они из морозильной камеры  воду ставим на огонь и доводим до кипения добавляем сахар и ягоды даём закипеть на маленьком огне в это время муку разводим водой   мл  вводим тонкой струёй в кастрюлю постоянно помешивая варим минут пять до лёгкого загустения кто любит погуще нужно взять немного больше муки даём остыть и наслаждаемся  приятного от ланиты  
144;подготовить ингредиенты  фрукты и ягоды вымыть  удалить косточки  нарезать на кусочки  залить кипящей водой и варить на маленьком огне  минут  фруктово ягодный компот готов перед употреблением остудить  
145;из винограда   кг  замутил домашнее вино  а сухие виноградные гребешки  те самые  на которых прикреплены виноградины   залил хорошей водкой   с самогоном   на мой вкус  получается лучше  но хорошего самогона в этот раз не было с самогоном сложно и вы не заморачивайтесь  соотношение гребешков и водки  без фанатизма  через пару суток водка окрасилась в янтарный цвет  необходимо добавить пару долек лимона  ягоды можжевельника  и  прозрачный  тёмный гречишный мёд  после добавления мёда вся жидкость помутнеет  радуйтесь  у вас натуральный мёд и это пыльца  на следующий день она осядет  а жидкость просветлеет  теперь остаётся только добавлять гребешки иждать  повода на  гребешках настаивается гораздо быстрее  нежели на дубовых досках в бочке и кроме того  они не обладают нежелательными свойствами дуба или дубовой коры    дегустация показала весьма достойный вкус и вид  осталось дотерпеть до нового года  это непросто    зато праздник удастся на славу   по истечение  х недель цвет напитка изменился  все ингредиенты   лекарственные и натурально природные  до нового года ещё вполне достаточно времени  удачи  важное дополнение от исмаила    если есть спирт  то настаивайте на нём  а по окончании настаивания  разбавьте виноградным соком   напиток не вызывает абстинентного синдрома   у коньяка существует две закуски    ничего  или ломтик яблока  лимоном  цитрусовыми  закусывают пиво  а беконом  огурцом  пельменями    водку   п  проверен на практике  
146;все ингредиенты должны быть холодными фрукты режем кусочками вместе с кожурой в емкость добавляем вино газировку фрукты сахар алькоголь  при подаче добавляем лед так же можно оставить на пару часов в холодильнике сангрия станет еще вкуснее  
147;для начала нужно заварить чай   отмерить мл   пол стакана  и поставить охлаждаться  так же можно хорошо охладить дыню   в чашу блендера положить кусочки дыни   мелиссу   сок лайма и  киви с сахаром если добавляете   пробить всё до однородности на максимальной скорости  добавить холодный чай и ещё раз пробить  налить в стаканы и украсить дыней и мелиссой   выход  порции   киви не добавляла за неимение  а сахар решила сразу не добавлять  а когда попробовала оказалось что не нужен он  
148;  очистить манго от кожуры   смешать мякоть в блендере с апельсиновым соком и ванильным йогуртом  у меня был персик   манго    охладить и разлить по бокалам  наш коктейль готов  
149;вскипятите воду  заварите крепкий чёрный чай в течение  минут  чай по гонконгски традиционно заваривают с помощью специального приспособления  похожего на женский чулок  вот такого  говорят  что именно такой способ заваривания делает чай особенно вкусным  у меня его  конечно же  не было  я воспользовалась обычным маленьким ситом  насыпав в него чай и опустив его в ковш  с кипятком     далее выньте ситечко с чаем  переставьте на другую посуду и перелейте в неё заваренный чай  чтобы он снова прошёл через чаинки  повторите эту процедуру ещё два раза  далее в чай добавляется концентрированное молоко по такому расчёту  на объём одной чашки с чаем должно приходиться от   до   части молока  я положила молоко прямо в чашки  а потом добавила туда чай и сахар и перемешала  вместо концентрированного молока можно применить сгущёное  но т к  оно уже сладкое  то возможно  вам придётся положить его поменьше и напиток будет менее шелковистым    молочный шёлковый чай из гонконга можно пить как горячим  так и холодным  
150; продукты берём произвольное количество зависит от порций и восприятия имбиря    можно брать апельсины или смесь апельсиново мандариновую     сахар лучше не добавлять лучше мёд по желанию  мандарины моем и давим из них сок  имбирь натираем на мелкой тёрке оставляя по   кружочку для украшения  смешиваем имбирь с соком сервируем и наслаждаемся  приятного аппетита  и крепкого здоровья  
151;подготовить ингредиенты  кокосовое молоко  для классической  пина колады  используется кокосовое молоко  его часто заменяют кокосовым ликером  малибу  либо кокосовым сиропом  в случае кокосового сиропа сахарный сироп уже не добавляют   как только открыли банку с кокосовым молоком   в ней часто можно увидеть собравшуюся сверху густую массу  а снизу белёсую жидкость  на поверхности собираются густые кокосовые сливки  а снизу кокосовое молоко  молоко нужно хорошо перемешать со сливками и уже в таком виде отмерять для коктейля ром  когда первый раз готовите коктейль  лучше немного не долить рома  а если крепости будет недостаточно   рома можно добавить  также учтите  что коктейль рекомендуется употреблять сильно охлажденным   температура напитка сильно влияет на его вкус  кстати   пина колада  один из немногих коктейлей  который можно приготовить и безалкогольным   и от этого он не станет менее вкусным  соответственно  просто исключаем из ингредиентов ром  сахарный сироп  лучше в коктейль добавлять сахарный сироп  а не сахар  т к  сахар не успеет раствориться  готовить сахарный сироп очень просто   г сахара    г воды   размешать в кастрюльке  поставить на слабый огонь и довести до закипания и растворения сахара  как правило  как только сироп начинает закипать   сахар уже растворился  снять кастрюлю с огня и остудить сироп  пропорции сиропа даю с запасом  не на одну порцию  да и в холодильнике его можно пару дней неделю под крышкой хранить    сахарный сироп в коктейль добавляют по вкусу  а вкус будет зависеть от используемых ингредиентов  в том числе от сладости ананасового сока  иногда  чтобы отрегулировать кислоту сладость коктейля  в него добавляют немного сока лайма   опять же  на свой вкус ананас и ананасовый сок  если планируете подать  пина коладу  оригинально  в ананасе  возьмите  большой ананас или   мини ананаса    штуки маленьких ананасов будет эквивалентно  большому ананасу по количеству мякоти и сока   из ананасов нужно аккуратно вырезать мякоть и измельчить ее в соковыжималке или блендере  если измельчать мякоть в блендере  ананас нужно будет процедить через сито или марлю и отжать сок   это если нет соковыжималки  в один мини ананас помещает чуть менее  порции коктейля  а в большой ананас помещается около    порций коктейля  пина колада   для коктейля можно использовать свежевыжатый ананасовый сок  либо взять часть свежевыжатого сока и часть хорошего покупного сока  либо только покупной   такой вариант получается ничуть не хуже  только найдите хороший  вкусный пакетированный ананасовый  сок  соответственно  не берите дешевые соки или нектары  выбирайте дорогой из доступных    коктейль с ним получится отменный  приготовление коктейля  ананас вымыть и дать жидкости стечь  можно промакнуть бумажными полотенцами   с ананаса срезать верхушку  при помощи ложки или слайсера для ананаса аккуратно вынуть мякоть ананаса  из мякоти вырезать кочерыжку и выбросить   при помощи соковыжималки  или блендера  выжать сок из мякоти ананаса  отжатый сок  по желанию  соединить с пакетированным покупным соком  в нужном количестве  в шейкер положить немного льда  влить ананасовый сок  добавить белый и темный ром  кокосовое молоко и сахарный сироп  закрыть шейкер и хорошо потрясти  чтобы смешались все ингредиенты и образовалась пенка от кокосового молока  попробовать коктейль на вкус и  при необходимости  добавить немного рома  сахарного сиропа  либо сока лайма  если по вкусу просится кислинка   коктейль перелить в ананас  либо разлить по бокалам   добавить колотый лед и подавать приятного вам аппетита  
152;помойте клубнику  очистите ее и при необходимости разрежьте напополам  смешайте в блендере все ингредиенты  разлейте смузи по стаканам и без промедления подавайте на стол  приятного аппетита  
153;закваска день   г ржаной муки    г воды день  половину выбросить и добавить  г ржаной муки    г воды день  половину выбросить и добавить  г ржаной муки    г воды день  половину выбросить и добавить  г ржаной муки    г воды день  половину выбросить и добавить  г ржаной муки    г воды день  можно использовать  но лучше  дней  приготовление хлебного квасая делаю квас в  х литровой банке  чтобы на выходе получить около  литров  две   л бутылки  залить в банку половину воды она может быть теплой  но не горячей добавить туда сахар  изюм и закваску  все хорошенько размешать добавить хлеб и залить банку оставшейся водой  не доходя до самого верха   см когда квас будет играть  хлеб будет подниматься вверх готовность  в теплую погоду   суток  в холодную   суток максимум весь хлеб не должен упасть на дно  если упал  квас прокис  готовый квас процедить через   слоя марли добавить сахар по вкусу  мне хватает  ст л  на литр положить квас в холодильник на сутки для созревания отделить половину оставшегося хлеба для следующей партии вторую половину выбросить и помыть банку начать все с начала  размесив оставшийся хлеб и вы всегда при квасе  
154;доводим до кипения молоко  соединяем какао и острый перец  перемешиваем добавляем в какао немного горячей воды  перемешиваем добавляем еще порцию воды и снова перемешиваем добавляем какао в горячее молоко  перемешиваем до однородного состояния  остатки какао заливаем горячей водой  перемешиваем  добавляем какао в молоко и нагреваем напиток  минуты кладем в молоко шоколад  перемешиваем  когда шоколад почти растворится  добавляем корицу и ванильный сахар  перемешиваем  доводим до кипения и сразу снимаем с огня подаем какао в молочнике  в горячем виде  перед подачей какао перемешиваем  приятно бодрит и согревает в мрачную и холодную погоду  
155;   сварить тыкву и сделать из нее пюре  можно использовать консервированное тыквенное пюре        смешать в блендере тыквенное пюре  сахар  молоко  ваниль и корицу      разлить смесь по стаканам      сверху можно украсить взбитыми сливками и посыпать корицей  я сливки добавляла в смесь    получилось очень вкусно       приятного аппетита     
156;переложите арбузную мякоть в чашу блендера  влейте мартини  всыпьте сахар и взбейте все до однородной массы и растворения сыпучего продукта  добавьте туда лед  разлейте пунш по высоким охлажденным в морозилке бокалам  украсьте зонтиками и сразу подавайте  ваше здоровье  
157;как и кофе с молочным чаем  разные  но вместе их вкус становится ещё интереснее  и ароматы дополняют друг друга  традиционное соотношение чая и кофе в этом напитке   части кофе и  частей чая я делала такое количество     мл молочного чая по этому рецепту  мл кофе эспрессо рецепт прост  их нужно смешать вместе и добавить сахар по вкусу  сладость поможет сделать его менее терпким и полностью уберёт горчинку кофе и чая   напиток можно пить как горячим так и холодным   наверное  лучше пить его утром и небольшими порциями  т к  получается настоящая кофеиновая бомба    если у вас нет концентрированного молока для молочного чая  то просто заварите  крепкий чёрный чай  по рецепту и приготовьте кофе эспрессо  смешайте их в том количестве  что указано выше  а вместо концентрированного молока добавьте  мл обычного хорошего жирного молока   будет менее шелковистой консистенции  но тоже очень вкусный  
158;сушеные яблоки и чернослив тщательно промыть  замочить на  час в теплой воде  слейте воду  залейте холодной водой  поставьте на огонь  доведите до кипения  добавьте дольки свежей груши  проварить    минуты  добавить ложку меда  
159;для приготовления этого пряного ароматного напитка готовим кофе из молотых зёрен кофе и кардамона  кофе перемалываем в кофемолке  зёрна кардамона перетираем в ступке  если зёрен кардамона нет  их вполне можно заменить готовым молотым кардамоном   вкус будет тот же самый  на  грамм воды нам понадобится четверть чайной ложечки кардамона наливаем воду в джезву  турку   засыпаем туда кофе  и высыпаем перетёртый кардамон  даём дважды подняться пенной шапочке на поверхности кофе  оставим джезву на пару минут  пусть осадок уплотнится  в кофейную чашечку выливаем кофе  добавляем сахар   можно добавить коричневый сахар  он даст слегка карамельный вкус нашему напитку    при желании можно добавить молоко или сливки наслаждаемся 
160;лимон очищаем от кожуры и разделяем на дольки максимально сняв белые плёнки яблоко нарезаем на дольки убрав сердцевину  яблочный сок и воду доводим до кипения добавляем корицу гвоздику дольки лимона и дольки яблока убираем с огня накрываем крышкой и даём настояться переливаем в большой кувшин убрав специи и лимон яблоки я оставила подаём тёплым кстати напиток очень вкусен и холодным проверено и вкус немного меняется  можно пунш превратить в глитвейн добавив вместо лимона белое вино и цедру лимона можно добавить немного сахара по вкусу но это моё  изобретение  не претендующее на немецкие корни  приятного от ланиты  
161;я варю немного по другому  насыпаем в кастрюльку  или чайник  чай  мяту  сахар  кипятим мин    разливаем по чашкам  сверху насыпаем горсть кедровых орешков  немного даем настояться  только чтоб чай не остыл   и наслаждаемся     орешки едим    
162;в турку налить воду и поместить все специи довести до кипения снять с огня оставить настаиваться минут тем временем в кастрюлю выливаем вино режем апельсин и яблоко  ставим кастрюлю на медленный огонь кладём туда мёд помешиваем до растворения мёда затем медленно переливаем то что в турке оставляя осадок нагреваем вино почти до кипения но ни в коем случае не кипятить снимаем с огня разливаем по кружкам принято подавать в посуде с толстыми стенками и с ручкой у меня такой не нашлось   
163;закипятить  мл воды и заварить в ней лаванду  настоять   часа если используете сахар то растворить в горячем отваре если мёд то дать немного остыть а затем добавить его из лимонов выжать сок и добавить к остывшей и процеженной сладкой лавандовой основе развести остальным количеством воды охладить по желанию добавить лёд и всё наслаждаться  приятного от ланиты  
164;для начала нужно тщательно вымыть и обсушить лимоны затем  используя нож для чистки овощей  обычный нож здесь не подойдет   аккуратно снять с плодов цедру   верхнюю желтую часть кожуры  очень важно не задеть белую мякоть  иначе ликер получится горьким именно в лимонной цедре содержатся эфирные масла  которые придают вкус и аромат напитку  количество лимонов подбирайте по размерам так  чтобы у вас получилось примерно   г цедры  цедру залить  мл спирта или  мл качественной водки  затем плотно закрыть крышкой на банке написать дату  чтобы не забыть  и оставить в темном прохладном месте на   дней  ежедневно нужно встряхивать емкость  в которой настаивается спирт  или водка   лимоны  которые остались  можно засахарить в банке  нарезать лимоны можно тонкими кружочками  или потолще  как вам нравится  далее в чистую и сухую банку насыпать чуточку сахара  затем выкладывать кружочки лимона  затем снова посыпать лимончики сахаром  и так до тех пор  пока банка не заполнится  такую заготовку очень удобно использовать  если вдруг кто то заболел в доме  или просто как дополнительное сладкое лакомство к чаю  кстати  лимон с сахаром можно положить и в кофе  тоже очень вкусно  придает кофе кислинку летом такой кружочек лимона залить горячей водой и охладить  получится великолепный летний лимонад  закрыть банку с лимонами в сахаре крышкой и отправить на хранение в холодильник  через   дней  в зависимости от вашей выдержки  нужно приготовить сахарный сироп  для этого налить воду в кастрюлю  затем добавить сахар  поставить на медленный огонь  довести до кипения и проварить на среднем огне   минуты  снимая белую пену  полученный сахарный сироп остудить до комнатной температуры  далее лимонную настойку процедить через сито или марлю  цедру отжать досуха  после этого вылить процеженную охлажденную настойку в сахарный сироп и хорошо перемешать  разлить лимончелло по бутылкам и по желанию оставить в прохладном месте для улучшения вкуса настаиваться еще на   дней  но если нет терпения  можно лимонный напиток охладить в морозилке и примерно через сутки он остынет до нужной температуры  лимонный ликер пьют охлажденным  рюмки для лимончелло можно заранее заморозить до образования на их поверхности льда  любителям сладких лимонных алкогольных напитков ну о очень понравится приятный цитрусовый вкус  готовый лимончелло хранить в морозильной камере или просто в холодильнике  срок годности домашнего лимонного ликера  лимончелло  составляет   месяцев  подробный рецепт приготовления вы можете посмотреть в моем видео или по ссылке          мой канал с видео рецептами  легко можете найти на   просто введите в поиске      марьяна вкусная еда или марьяна рецепты  
165;  молоко любой жирности  самое главное  стерилизованное  вскипятить и остудить до теплого состояния   в кружку насыпать тмин и этой горсткой пальцами втирать в стенки кружки так  чтобы тмин немного лопался под пальцами    перевернуть кружку и высыпать тмин  он нам больше не пригодиться   налить в кружку теплое молоко  не холодное   и не горячее    подождать   минут   парное молоко  готово  
166;основной рецепт коктейля батида    прост   мл кашасы   мл фруктового сока и  столовая ложка сахара смешиваются до растворения последнего  полученная смесь переливается в охлажденный стакан зомби  или хайбол  со льдом  чаще всего используется сок лимона  маракуйи или кокосовое молоко  в некоторых рецептах вместо сахара добавляется сгущенное молоко      у меня были   ст  кокосового молока  ст  сгущенки  ст  кубиков льда ст  л  водкивсё взбила в блендере и коктейль готов  
167;берем турку или кофейник и нагреваем его на огне  засыпаем туда все пряности из списка и заливаем их холодной водой  ставим турку на огонь и начинаем подогревать на медленном огне  необходимо чтобы кипение наступало медленно  как только вода закипит  снимаем с огня и накрываем крышкой  оставляем настояться пряную воду около   минут возвращаем турку на огонь и добавляем туда сахар и молотый кофе  перемешиваем  также медленно доводим до кипения  как только пена начинает подниматься  убираем турку с огня  выжидаем около минуты и еще раз доводим кофе до кипения  после этого накрываем турку крышкой и обматываем полотенцем даем постоять кофе   минут  за это время крупицы кофе и пряностей осядут на дно и отдадут еще больше аромата напитку  аккуратно достаем из тепла турку и разливаем кофе по чашкам  сварив всё по рецепту оказалось  что для меня он       пришлось добавить где то мл воды и тогда стало супер   сладкий  горький  острый  ароматный    
168;свежую скорлупу кедровых орехов хорошо промыть  обсушить на бумажном полотенце  переложить скорлупу в банку  лучше из тёмного стекла   залить спиртом  или водкой   плотно закрыть банку крышкой и поставить в тёмное  тёплое место  настаивать скорлупу со спиртом  дней  после процедить настойку через чистую марлю  сложенную в несколько слоёв  и перелить в бутылку из тёмного стекла  плотно закрыть и хранить в тёмном месте крепкого вам здоровья  
