Номер;Рецепт
166;   чтобы сделать домашний коньяк из самогона сначала необходимо приготовить брагу  ни в коем случае не применяем для этого полимерные и не предназначенные для пищевых продуктов емкости    берем флягу  заливаем в неё теплую воду    градусов   затем растворяем в этой воде сахар  вводим мелкими кусочками свежие дрожжи  не перемешиваем  плотно закрываем ёмкость и ставим её в теплое место  например  около батареи  процесс брожения составляет примерно  дней  после этого гоним самогон  из   литров браги получается около трёх литров отличного крепкого самогона  не стоит пытаться согнать больше этой нормы  иначе в напитке увеличится количество сивушных масел  изменятся вкусовые качества и крепость будущего коньяка    в трехлитровую банку с самогоном засыпаем следующие ингредиенты  дубовую кору  чай  лавровый лист  перец  корицу  всё тщательно перемешиваем  закрываем капроновой крышкой  будущий коньяк должен настаиваться минимум  день  готовый напиток процеживаем несколько раз и разливаем в стеклотары  к такому напитку лючше всего подавать сытные мясные закуски   и помним   чрезмерное употребление произведенной алкогольной продукции вредно для здоровья    
167;   клюкву помыть  удалить из общей массы перезрелые  черные ягоды      сложить клюкву в глубокую миску и размять вилкой      полученную массу перетереть через сито      отделившийся сок перелить в стакан  а клюквенный жмых  положить в кастрюльку и залить водой           добавить в кастрюльку сахар и прокипятить отвар  минуты      приготовленный клюквенный морс процедить  остудить до комнатной температуры и добавить клюквенный сок  в клюквенный морс можно добавить ложечку меда  несколько долек лимона или веточку мяты     с клюквой можно приготовить нежнейшие вареники в пароварке   
168;   для начала чистим  апельсины от кожуры    с которой  кстати  не спешите расставаться  она пригодится нам для приготовления сиропа   помните  что апельсин следует также очистить и от белых перегородочек  поскольку они могут придать вашему апельсиновому морсу горьковатый вкус  и вся работа пойдет коту под хвост     кстати  из апельсиновых корок также можно приготовить домашние цукаты      сок можно давить через сокодавилку или соковыжималку  главное  чтобы не было никаких других кусочков и мякоти  только сок     отложенную ранее цедру высыпьте в кастрюльку  добавьте  мл  воды и доведите до кипения     затем добавьте сахара  и помешивая доведите до полного растворения          теперь досыпьте ванильный сахар  он отлично дополнит аромат апельсина       после всего этого влейте полученный апельсиновый сок     вскипятите напиток     после того  как все будет готово  процедите через сито  чтобы цедра или косточки не попали в ваш апельсиновый морс    теперь напиток считается  готовым          но не спешите сразу же его пробовать    настоящий морс из апельсинов нужно пить охлажденным  с кусочками льда  к тому же  сам напиток должен немного настояться  не более суток  и тогда вы сможете отведать вкусный и полезный напиток      а еще предлагаем вам приготовить лимонад с ананасом и лаймом    желаем удачных кулинарных экспериментов   
169;   для этого рецепта глинтвейна ингредиенты я подбирала  исходя из собственного кулинарного опыта и  конечно  вкуса  поэтому  если вы не приемлете какую то из указанных специй  ее можно исключить или заменить  крепость напитка вы можете регулировать самостоятельно  добавляя виноградный сок или вовсе убрать из него градусы  используя только сок вместо красного вина      для начала рекомендую нарезать лимон  апельсин и яблоко  размер долек  исключительно на свой вкус  единственный совет  мельчить не стоит  чтобы потом дополнительно не процеживать напиток      складываем цитрусовые и яблоки в подходящую кастрюльку или большую турку  кстати  очень удобно       а теперь разберемся со специями  корицу можно поломать  чтобы она быстрее отдала аромат  а также оборвать иголки сушеного розмарина  с бадьяном ничего не надо делать  так как используется целая звездочка  если вы раньше не готовили с бадьяном  будьте с ним осторожны  понюхайте его  если аромат вам покажется резким и не очень приятным  тогда лучше воздержитесь от добавления в напиток этой специи  в таком случае можно взять мускатный орех или имбирь    кстати  также вы можете приготовить глинтвейн с гвоздикой           наливаем вино к цитрусовым  и ставим напиток на огонь  томить его нужно на медленном огне  не кипятить  а довести до горячего состояния   с   затем выключить  настаивать  минут под крышкой      глинтвейн с апельсином и лимоном можно немного подсластить  если хотите или  если у вас не очень сладкое вино  добавляйте сахар или мед  пробуйте на вкус      а теперь пару слов о сервировке глинтвейна  обычно я его подаю в высоких кофейных стаканах с ручкой  а в новогодние праздники хочется чего то особенного  поэтому напиток я разливала в обычные стаканы  для сока   которые аккуратно утеплила специальными шарфиками  мне такой подход к подаче глинтвейна показался актуальным  рекомендую положить в каждый стакан с напитком по дольке апельсина и лимона  но свежего      новогодний вечер приятный и долгий  поэтому глинтвейн  конечно  может остыть  по личному опыту скажу  что холодный глинтвейн очень даже вкусный  я бы даже сказала особенный  попробуйте  подытоживая  скажу  что все гости  я и муж в восторге от нашего нового официального напитка  а муж уже предлагал подумать о глинтвейн бизнесе  а почему бы и нет             а еще любителям согревающих напитков наверняка понравится эгг ног с ромом    красиво вкусных вам новогодних праздников и пусть у всех все будет хорошо     автор  панасюк виктория   
170;   для того чтобы приготовить шоколадный напиток с имбирем по данному рецепту  вам необходим будет шоколад  вы можете использовать как черный шоколад  так и молочный  исходя в первую очередь из вкусов  которые вам больше по душе     влейте молоко в кастрюльку  в которой вы собираетесь готовить горячий шоколад  добавьте воду и немного нагрейте     шоколад поломайте не кусочки и добавьте в кастрюлю к смеси молока и воды  когда температура жидкости пойдет вверх  шоколад  соответственно  начнет таять      возьмите венчик и хорошо перемешайте все составляющие  находящиеся в кастрюле          снимите кастрюлю с огня  добавьте молотый имбирь  мед и хорошо перемешайте  ваш шоколадный напиток с имбирем готов  подавайте его горячим   кроме прекрасного вкуса  которым обладает этот напиток из шоколада  он также поможет вам уберечься от простуды  мед и имбирь  ингредиенты  давно зарекомендовавшие себя как эффективные методы борьбы с простудными болезнями   а еще предлагем вам попробовать ягодный смузи с имбирем   наслаждайтесь  согревайтесь  лечитесь вкусно   
171;   рецепт домашней настойки легко запомнить  но всякий случай его можно записать    лимон помойте  обсушите  при помощи ножа для чистки овощей или обычного острого ножа  снимите с лимона кожицу      кожуру порежьте мелкой соломкой      пересыпьте лимонную цедру в подготовленную бутылку     мяту переберите  помойте  отряхните излишки воды  листики мяты отделите от стеблей          положите их в бутылку к лимонной цедре      лимон разрежьте напополам и выдавите сок в кружку или стакан     перелейте в бутылку  к вышеперечисленным ингредиентам мятной настойки положите сахар     и все залейте водкой   бутылку укупорьте и хорошенько потрясите  пока сахар полностью не раствориться           поставьте лимонную настойку настаиваться в темное место на два три дня  по истечению этого времени настойку процедите через марлю  отожмите остатки и все перелейте опять в бутылку  лимонно мятная настойка готова к употреблению  можно подавать к столу   для любителей спиртных напитков могу порекомендовать приготовить малиновый ликер  а лучше всего к ликеру подойдет мясное блюдо  например запеченное филе индейки      
172;   рецепт эгг нога     яйца смешайте с сахаром и ванильным сахаром  если у вас нет ванильного сахара  добавьте немного семян стручковой ванили  или же замените ее щепоткой ванилина     взбейте яйца с сахаром до однородности  а затем добавьте молоко  молоко можно брать как холодное  так и теплое     перемешайте массу венчиком и вылейте в небольшую кастрюлю  добавьте в яично молочную смесь специи  корицу и мускатный орех  за то время  пока эгг ног будет завариваться  специи отдадут свои ароматы          поставьте массу на очень маленький огонь и  постоянно помешивая венчиком  варите ее  пока она не загустеет      как только вы увидите  что яйца начали заваривать молоко  снимайте кастрюлю с огня  при этом вам необходимо продолжать помешивать коктейль еще   минуты   если передержать смесь на огне  яйца сварятся и свернутся      влейте в яично молочный коктейль ром и размешайте все венчиком     разлив эгг ног по небольшим стаканчикам  присыпьте его сверху молотым мускатным орехом  и не забудьте к зимним праздникам приготовить вкусное песочное печенье на елку  приятного аппетита          автор  галина артеменко    
173;   продукты для приготовления раскладывают на столе       имбирь очищают от кожицы и срезают сухие участки  в это время пора закипятить   литра воды  заодно можно отправить в духовку быстрое печенье к чаю       корень натирают на мелкой тёрке  получается   столовые ложки имбирной кашицы        ароматное спелое яблоко режут дольками            имбирный чай заваривают в эмалированном чайнике или кастрюльке  чтобы впоследствии было возможно прокипятить отвар       в чайник кладут корицу  имбирь  яблоки    столовые ложки сахара  если нужно  имбирный чай с корицей получается вкуснее  так как насыщается ее ароматом       содержимое заливают кипятком        далее  чайник ставят на средний огонь  отвар должен кипеть   минуты             после кипения в чайник кладут каркаде в пакетиках или  столовую ложку рассыпного чая  накрывают крышкой и настаивают в тёплом месте около   минут  вот так правильно заваривать имбирный чай     в результате получают вкусный имбирный чай с красивым красным цветом и приятным запахом     если есть возможность  пейте имбирный чай с мёдом вместо сахара  чтобы от такого чая была польза  добавляйте мёд не в горячий  а в тёплый чай  не выше  градусов     любители имбиря могут также приготовить к такому чаю очень интересные имбирные конфеты   
174;   ягоды моем  удаляем плодоножку  слегка промачиваем салфеткой  чуть просушивая  рецепт удобен тем  что в коктейль можно добавить и некрасивую  некондиционную клубнику  чуть примятую  с подпорченным бочком  кривую или косую  долго лежавшую в холодильнике и привядшую  блендер превратит ее в прекрасную заготовку для чудесного напитка  спрячет все недостатки внешности и сделает желанной и аппетитной      в чашу блендера или стакан для приготовления коктейлей выкладываем клубнику и мяту  если вам досталась кисловатая ягода  можно насыпать немного сахарной пудры  сахар добавлять не рекомендую  он может просто не успеть раствориться в холодных продуктах      выкладываем мороженое  ванильный пломбир  самый оптимальный вариант  но был период  когда я экспериментировала с другими видами мороженого  можно попробовать мятное  получается немного похоже на     но все равно довольно интересно   ягодное  цвет  какой насыщенный цвет  однако  клубничный вкус слегка теряется   фисташковое  отличное сочетание ягод и орехов  неожиданное  но отличное        взбиваем около минуты  добиваемся относительно однородной массы   добавляем молоко и снова взбиваем  молока можно налить чуть больше или чуть меньше  соответственно коктейль будет жиже или гуще  жиже  нежнее и проще на вкус  легче и ненавязчивее  гуще  труднее пить  но при этом вкус яркий  выраженный  насыщенный            разливаем по бокалам и наслаждаемся букетом  ароматом  цветом  наслаждаемся здесь и сейчас  потому что жизнь  вот она  в этот момент  и совершенно не разумно тратить ее на мечты о ней   хорош в летную пору и молочный коктейль с малиной    
175;    собираем ингредиенты для приготовления шоколадного коктейля с печеньем       в чашу блендера вылейте молоко и насыпьте какао        все взбейте        добавьте ванильное мороженое и еще раз взбейте            готовый коктейль с какао и мороженым разлейте по стаканам  печенье истолките в крошку       посыпьте ей приготовленный шоколадный коктейль  к столу подавайте коктейль с маленькой ложечкой   примечание  ванильное мороженое можно заменить шоколадным мороженым  тогда в коктейль положите  столовую ложку какао  также какао порошка можно заменить на порошок для приготовления горячего шоколада   а еще предлагаем вам обязательно попробовать молочно малиновый коктейль   приятного аппетита      для сайта   
176;   как приготовить теплый молочный коктейль с бананом   у переспевших  мягких бананов  как правило  более насыщенный вкус  они сладкие и ароматные  вот такие бананы нам и понадобятся  разрезаем фрукты на кусочки  посыпаем корицей      если в запасах есть персики  свежие или консервированные   очистите один крупный персик от кожицы  разломайте на кусочки и добавьте к нему молотый мускатный орех      молоко предварительно доведите до кипения и немного остудите  бананы с корицей переложите в чашу блендера  влейте примерно полстакана молока  чтобы фрукты было легче измельчить в пюре      пюрируйте бананы до однородности  добавьте сахар или мед  если бананы недостаточно сладкие             положите к банановому пюре персик или нектарин  смешанный с мускатным орехом      снова все измельчите в густую фруктовую кашицу  влейте горячее молоко  взбейте коктейль до появления пузырьков пены  если молоко недостаточно горячее  перелейте содержимое блендера в кастрюльку или в ковш и на тихом огне подогрейте до нужной температуры  поскольку напиток получается густым  его нужно помешивать  чтобы коктейль не пригорел      разлейте горячий коктейль по стаканам или чашкам  присыпьте корицей или шоколадом и сразу же подавайте  такой коктейль отлично согреет в прохладную погоду и одновременно утолит легкий голод                 автор елена литвиненко     
177;   необходимые ингредиенты для приготовления лимонада в домашних условиях        тщательно вымыть лаймы и ананас  очистить  ананас произвольно нарезать   из лаймов выдавить сок             поставить на плиту кастрюлю  влить туда стакан воды  высыпать сахар и сварить сироп  часть сахара можно заменить  по желанию  медом  так же  для вкуса неплохо добавить в сироп тертую лаймовую цедру  довести до готовности  охладить и процедить   в чашу блендера поместить кусочки нарезанного ананаса  влить сваренный сироп  лаймовый сок  взбить все ингредиенты вместе  чтобы ананас достаточно измельчился  процедить         полученную смесь вылить  графин и смешать с холодной водой  лучше всего использовать газированную минеральную воду  поставить в холодильник  дать немного настояться             готовый лимонад разлить по холодным стаканам  каждый из которых предварительно окунуть в сахар  чтобы он красиво украшал кромку  уложить на дно по кружочку лайма и кусочку ананаса  добавить по вкусу кубики льда  украсить веточками мяты  если приготовите фруктовый лед и добавите его в напиток  вкус лимонада еще больше обогатиться      
178;   дыню очистить от кожуры  убрать семечки  оставить только спелую мякоть  нарезать ее кусочками кубиками    затем залить кубики соком лайма или лимона  взбить блендером   добавляется в коктейль из дыни сахар песок по вкусу  предварительно его можно немного расплавить на сковородке с добавлением лимонного сока или сока дыни  также по вкусу добавляются специи  кардамон  корица и т д     взбиваем дынный коктейль с сахаром  если получается густой  добавляем минералку  пробуем на вкус  по желанию добавляем сахар или сок других фруктов    для алкогольного варианта  в коктейль следует добавить крепкий алкоголь  можно водку  мартини  ром и др    казалось бы  элементарный коктейль из незатейливых ингредиентов  в сколько удовольствия от вкуса   подача коктейля с дыней может быть разной  в высоком стакане для мартини с сахаром на ободке  в бокалах для шампанского  в стаканах для компота и т д  обязательно добавьте в готовый коктейль кусочки дыни  можно также арбуза  ананаса и других фруктов   не забудьте про кубики или крошку льда   попробуйте     а еще предлагаем вам приготовить дыню в соусе из имбиря с перцем    текст и фото  панасюк виктория  
179;    бананы очистим от кожицы  нарежем кружочками  чтобы шоколадно банановый смузи с грушей был гуще  положите бананы минут на   в морозилку  тогда при измельчении они дадут смузи нежную  бархатистую консистенцию и густоту        груши  независимо от сорта  нужно очистить от кожицы  разрезать на ломтики и удалить косточки  мякоть нарезать кусочками  важно для смузи выбрать сладкие  сочные груши с нежной мякотью  груши зимних сортов  у которых мякоть крупчатая  для смузи не подойдут       в блендере сначала измельчаем бананы в кашицу  затем добавляем груши  взбиваем блендером в течение минуты  пока фрукты не превратятся в пюре        смешиваем сахар и порошок какао  добавляем его к фруктам  не разводим жидкостью  просто высыпаем в блендер              взбиваем смузи с бананом и грушей еще раз и наливаем любой из выбранных молочных или кисломолочных продуктов  разбавить смузи можно пастеризованным молоком  кефиром  нежирным йогуртом без добавок или нежирными сливками  любой из выбранных напитков должен быть холодным  кстати  если вы не доверяете качеству магазинных молочных и кисломолочных продуктов  то предлагаем вам приготовить домашний йогурт в мультиварке  который прекрасно подойдет и для смузи       по вкусу добавляем в шоколадно банановый смузи сахар или мед  если готовите напиток как диетический  то подсластители не добавляйте или положите в минимальном количестве        взбиваем все до однородности и появления легкой пены на поверхности смузи  если смузи с грушей и бананом получился светловатым  можно добавить еще немного порошка какао  смешав его с сахаром       разливаем готовый смузи по стаканам или фужерам и сразу же подаем  напитки с добавлением какао порошка или измельченного шоколада можно подавать комнатной температуры  охлаждать их не обязательно     а еще предлагаем приготовить на завтрак сырники с манкой  которые войдут в ваше каждодневное полезное меню    елена литвиненко для сайта   
180;   необходимые составляющие для приготовления ароматного чая ройбос      грейпфрут и лимон нарезают полукольцами  цедра грейпфрута оставляет легкую горечь  которая полезна для пищеварения  если же горечь в чае не желательна  обрежьте цедру перед завариванием      в термос высыпают черный чай и ройбос с клубникой  заливают кипятком и закрывают  в стеклянной банке отправляют цитрусовые  сахар и пучок мяты   ройбос имеет плотную структуру  чтобы экстрагирование происходило быстрее нужно поддерживать высокую температуру воды в заварке  для этого используют термос или даже ставят питчер с заваркой в духовку  чтобы вода продолжала медленно кипеть      фрукты заливают кипятком на   банки и размешивают сахар           настоявшийся  около  минут  в термосе чай процеживают через ситечко и выливают в банку с лимоном и грейпфрутом      чай размешивают  накрывают и оставляют настояться на солнечном свете в течение получаса   когда чай настоится  он приобретет красивый янтарный цвет   после чего из него вынимают кусочки цитрусовых фруктов или просто процеживают    известно  что чай ройбос  не содержит кофеина и богат антиоксидантами   аромат чая  это смесь африки и индии  откуда родом эти ценные продукты  яблочный пирог сделает приятным чаепитие в душевной компании                
181;    подготавливаем морковь для морковного сока и наливаем сливки в чашку       морковь тщательно вымыть  кожицу соскоблить или очистить  разрезать корнеплоды на несколько частей       пропустить морковку через соковыжималку       добавить сливки  размешать подать и морковный сок со сливками к столу            отличным профилактическим средством от простуды будет напиток по следующему рецепту       приготовление морковно яблочного сока    морковку хорошо вымыть  очистить  а лучше просто поскоблить и нарезать кусочками  у яблока удалить черешок  разрезать его на несколько частей    через соковыжималку пропустить сначала морковь на высокой скорости  затем яблоко  на низкой  размешать и подать сок из моркови и яблока к столу  пить маленькими глотками  а лучше всего через соломинку    в этот состав можно добавить еще кусочек имбиря  очищенный корешок следует пропустить через соковыжималку вместе с морковью    если сок покажется кисловатым  в него можно добавить чуть чуть меда   советы    для сока лучше брать морковку среднего размера  в крупном корнеплоде может содержаться много нитратов   а в дополнение к таким полезным сокам предлагаем вам испечь морковный пирог   приятного аппетита    лара  миловица  для сайта   
182;   яблоки очищаем от семян  вырезаем все пятнышки и темные места  разрезаем яблоки на дольки средней величины      нарезаем кусочками спелые сладкие бананы  не поленитесь и попробуйте бананы на вкус  они бывают совершенно безвкусными или с травянистым привкусом  тогда нужно будет добавить побольше сахара или влить в смузи ягодный сироп      вишню заранее достанем из морозилки  пусть она подтает немного     переложим в блендер сначала яблоки  если яблоки не сочные  то нужно добавить немного яблочного сока или влить сок от вишни          измельчим яблоки в пюре  на этом этапе однородность не нужна  можно оставить некрупные кусочки яблок      вслед за яблоками отправляем в стакан блендера вишню  смузи станет не таким густым  и его будет легче взбивать     добавляем бананы  еще раз все взбиваем  получится довольно густое фруктовое пюре красивого вишневого цвета     кроме сахара в качестве подсластителя можно взять мед или сироп от яблочного  вишневого варенья  добавляйте по вкусу          вливаем в будущий смузи натуральный йогурт  теперь нужно все как следует взбить измельчить до однородности и пышности      подаем яблочно банановый смузи с вишней сразу же после приготовления  рецепт рассчитан на  больших стакана смузи  если вам нужна порция поменьше или побольше  скорректируйте пропорции и количество в нужную сторону     автор елена литвиненко  
183;    пакетик вашего любимого зеленого чая помещаем в чашку и заливаем кипятком  пока чай заваривается  подготовим мяту  ее немного нужно промыть в прохладной воде и подсушить   мандариновые корки для зеленого чая с мятой нарезаем на тонкие полоски  когда чай заварился  кладем в него мандариновые корки и мяту  сахар на вкус   после того как чай с мятой и мандариновыми шкурками настроится  он готов к употреблению    любителям пряностей предлагаем фруктовый чай с пряностями  
184;   необходимые ингрединты для приготовления капустного кваса     капусту мелко нашинковать  морковь натереть на крупной терке  вообще во многих рецептах капустного кваса морковь не используется  но я добавляю ее для придания яркого цвета      все смешать в одной емкости  добавить соль и убрать под пресс на сутки  причем оставить овощи с солью при комнатной температуре для того  чтобы соль растворилась в капустном соке  и началась реакция брожения      литра воды оставить отстаиваться сутки в холодильнике  так на дно осядут все мелкие частицы и взвеси  квас лучше заливать ледяной колодезной водой  но в наше время я бы посоветовала использовать кипяченую воду либо воду  пропущенную через хороший очистительный фильтр  ходя вода из колодца в капустном квасе  выглядит намного романтичнее   капусту достать из под гнета  залить четырьмя литрами ледяной воды  можно предварительно добавить в воду немного льда  особенно в жаркое время года           перемешать с двумя столовыми ложками сахара и оставить на несколько дней в теплом месте  я обычно жду  дней  но думаю  что вы методом проб и ошибок выберете тот срок  при котором настоявшийся квас будет в меру ядреным      процедить квас через марлю  разлить по бутылкам и остудить в холодильнике  квас готов к употреблению        приятного аппетита   
185;   для яблочного сока подойдут сладкие яблочки  кстати  можно брать и те  у которых есть какие то некрасивости  ведь выбрасывать слегка побитые яблочки жалко  а вот на сладкие зимние заготовки они как раз сгодятся      подготавливаем соковыжималку  примечательно то  что можно не срезать кочаны  а отправлять в яблочки целыми в соковыжималку  конечно  крупные фрукты следует перерезать      при выдавливании сока из яблок появляется много устойчивой пенки  поэтому  как только вы выдавите ковш сока  оставьте его на несколько минут  чтобы пенка устоялась     после чего уберите пенку ложкой  есть и пить ее не нужно  ее нужно просто слить          далее на верх кастрюльки закрепляем марлю  выливаем на нее сок  пусть процеживается  и продолжаем  выдавливаем снимаем пенку процеживаем     когда у вас получится полная кастрюля сока  отправляем ее на огонь  кипятим яблочный сок на зиму на медленном огне  по желанию добавляем сахар  затем переливаем яблочный сок в прогретые банки  закатываем автоматическим ключом  сок после этого желательно укутать и перевернуть верх дном      хранить такую заготовку можно   года  но есть ли в этом смысл  если на следующий год у вас будут новые яблоки  в холодное время года напиток можно подавать подогретым  а также использовать его для разных безалкогольных коктейлей  глинтвейнов и т д      легких вам и вкусных заготовок   
