Номер;Рецепт
713;                                              клубнику разомните в шейкере в пюре  добавьте мяту и все  остальные ингредиенты  взбейте  процедите через сито в бутылку  оберните пергаментом и подавайте                                            
714;                                              влейте все ингредиенты в шейкер  хорошенько взбейте  и процедите через сито в дегустационный бокал для выдержанных напитков тюльпан  украсьте листом лайма                                            
715;                                              для шейка из манго очистите манго от кожицы при помощи ножа для чистки овощей  срежьте мякоть манго с косточки  соскребая остатки ножом                                                                                           нарежьте мякоть произвольно  положите в блендер  всыпьте лед  взбивайте сначала на низкой скорости  сек   затем на высокой  сек                                                                                           влейте шейк в охлажденный высокий стакан  украсьте и подавайте с трубочкой  для шейка из питахайи разрежьте питахайю пополам                                                                                           выскребите из половинок питахайи мякоть  положите в блендер  всыпьте лед и  если питахайя недостаточно сладкая  влейте сахарный сироп  взбивайте сначала на низкой скорости  сек   затем на высокой  сек                                                                                           влейте шейк в охлажденный высокий стакан  украсьте и подавайте с трубочкой                                            
716;                                              влейте все ингредиенты в шейкер  разомните  затем хорошенько взбейте и процедите через сито в дегустационный бокал для выдержанных напитков тюльпан  украсьте ягодой винограда  на шпажке                                            
717;                                              разрежьте курагу пополам илина четвертинки  замочите курагу в  стакана питьевой воды на ч                                                                                          очистите апельсин ибанан  нарежьте произвольно  положите вчашу блендера  добавьте курагу вместе снастоем                                                                                          всыпьте специи  влейте лимонный сок  взбейте коктейль дополной однородности  при желании долив еще немного воды  пейте сразу же                                            
718;                                              все ингредиенты складываем в миксер или в стакан для взбивания и берем в руки погружной блендер  доводим все до однородности и пузырьков  разливаем в стаканы и употребляем                                            
719;                                              на среднем огне разогрейте широкую кастрюлю с толстым дном  всыпьте рис и обжаривайте  помешивая  пока рис не потемнеет   мин                                                                                           влейте   л хорошей питьевой воды и доведите до кипения  посолите уменьшите огонь до минимального и варите  мин                                                                                           подавайте чай горячим  разлив по пиалам вместе с рисом                                            
720;                                              готовить начинаем вечером  в емкость где будет готовится кисель налить воды  высыпать льняные семена и ягоды                                                                                           все тщательно перемешать и поставить на ночь накрыв крышкой или полотенцем                                                                                          утром готовим кисель   опускаем погружённой блендер и все тщательно взбиваем  консистенция получится именно киселя  если останутся кусочки семян не страшно они очень мягкие и вкусные                                             
721;                                              наломайте шоколад небольшими кусочками  положите всотейник  маленьким острым ножиком разрежьте стручок ванили вдоль пополам ивыскребите семена                                                                                          влейте всотейник молоко  добавьте семена ванили ипоставьте наслабый огонь  готовьте дополного растворения шоколада  иногда взбивая смесь венчиком  недоводите смесь до кипения                                                                                          разлейте горячий шоколад покружкам  по желанию взбейте жирные сливки ивыложите горкой на шоколад                                             
722;                                              подготовить все фрукты  помыть  почистить  крупно порезать                                                                                          выложить все ингредиенты в блендер  измельчать на протяжении нескольких минут                                           
723;                                              тщательно вымойте свекольные клубни  очистите и нарежьте тонкими пластами  сложите в подготовленную банку                                                                                           залейте свеклу кипятком до верха банки  закройте марлей горлышко и плотно завяжите                                                                                           поставьте в темное прохладное место  через  дней сок сквасится и будет уже достаточно кислым                                                                                           перелейте в стерилизованные бутылки и храните в холодильнике                                            
724;                                              отделите желтки от белков  взбейте желтки с половиной сахара  солью и яблочным соком в пышную пену  влейте тонкой струйкой масло и продолжайте взбивать  пока смесь не станет упругойи однородной  отдельно взбейте белки с оставшимся сахаром до средних пиков  аккуратно вмешайте желтки в белки  затем вмешайте муку  мелко нарубленные орехи  изюм  корицу и размолотые бутоны гвоздики                                                                                           скатайте тесто в шар  присыпьте мукой и накройте пищевой пленкой  уберите в холодильник на  мин                                                                                           раскатайте тесто на бумаге для выпечки в пласт толщиной  мм разрежьте на ромбы  переложите на противень  застеленный бумагой                                                                                           выпекайте в духовке  разогретой до  с    мин                                                                                           ошпарьте сухофрукты кипятком и положите в кастрюлю  залейте горячим чаем  нарежьте лимон тонкими кружками и добавьте в компот вместе с сахаром  перемешайте и остудите                                                                                           в холодный компот влейте фруктовую водку или куантро  разлейте по банкам  такой компот можно хранить   дня в холодильнике                                            
725;                                              расколите мускатный орех на несколько маленьких частей  палочки корицы поломайте на кусочки  имбирь  не очищая  нарежьте пластинками  снимите цедру с цитрусовых широкими полосками                                                                                           положите все специи и цедру в большую кастрюлю  влейте воду  доведите до кипения  варите на небольшом огне  мин  добавьте мед  варите до полного растворения меда  примерно  мин  при необходимости снимайте пену                                                                                           снимите кастрюлю с огня  очень осторожно влейте спирт  перемешайте  закройте крышкой и верните на минимальный огонь  нужно только прогреть содержимое кастрюли  ни в коем случае не доводя до кипения  снимите с огня  выньте цедру  крупник полностью остудите и оставьте на  ч                                                                                           затем процедите крупник в бутылки  оставив дальше настаиваться только любимые специи  у нас это ваниль  имбирь  корица и душистый перец   впрочем  при желании можете оставить все специи  укупорьте бутылки и поставьте в прохладное темное место на  недели                                            
726;                                              шоколад растопите на водяной бане  смешайте с остальными ингредиентами и взбейте венчиком до пышности  при подаче украсьте хлопьями чили                                            
727;                                              для приготовления ананасового пюре  небольшой ананас очистите  мякоть нарежьте кубиками  измельчите в блендере до пюре  добавьте ванильный сироп и светлый ром  из расчета на  г пюре  мл сиропа и  мл рома  быстро измельчите до однородности                                                                                          в сотейнике смешайте все ингредиенты с  мл питьевой горячей воды  разогрейте  не доводя до кипения  для подачи перелейте в чашку                                            
728;                                              для приготовления микса имбирь калган  г каштанового меда смешайте с  г цветочного  переложите в сотейник  добавьте  мл питьевой горячей воды  перемешайте  в блендере измельчите  г корня свежего имбиря  очищенного и натертого на мелкой терке  и  г калгана  перемешайте медовую смесь с имбирем и калганом  дайте настояться   ч  процедите                                                                                           в сотейнике смешайте все ингредиенты со  мл питьевой горячей воды  разогрейте  не доводя до кипения  для подачи перелейте в крынку  украсьте цукатами и корицей                                            
729;                                              в сотейнике смешайте все ингредиенты  разогрейте  не доводя до кипения  перелейте в термос                                            
730;                                              налейте молоко внебольшие горшочки  поставьте на противень вхолодную духовку ивыставьте температуру с  следите  чтобы молоко не сильно кипело  если нужно  уменьшите температуру  томите   ч  пока молоко не станет кремового цвета ине покроется румяной корочкой                                                                                          выньте молоко из духовки иостудите примерно до с  до теплого  но не горячего                                                                                           аккуратно отодвиньте корочку иположите вгоршочки сметану  накройте горшочки крышками иоставьте начпри комнатной температуре  молоко свернется изагустеет  затем уберите на чв холодильник  чтобы варенец стал еще гуще                                            
731;                                              все ингредиенты смешайте в чаше блендера  измельчите до однородности  по желанию добавьте колотый лед  перелейте в охлажденный бокал  украсьте сливой                                            
732;                                              на разогретой сковороде прогрейте сливочное масло  сахар  и  мл рома                                                                                           добавьте нарезанный кусочками ананас  накройте крышкой  тушите  мин  переверните каждый кусочек  тушите еще  мин  и добавьте оставшийся ром                                                                                           переложите ананас в тарелку  добавьте мороженое  ром из сковороды перелейте в бокал и подавайте вместе с десертом                                            
733;                                              засыпаем ингредиенты в ёмкость с водкой  размешиваем  чтобы сахар полностью растворился  и оставляем настаиваться на  недели                                                                                           затем процеживаем с помощью специальной фильтровальной бумаги  можно использовать вату или бумажные салфетки   получится очень вкусно  можно использовать различные добавки  это уже в бутылку вкуснее всего с вишневыми листьями  неплохо бросить в бутылку немного изюмин или ягод лимонника  а можно добавить и дубовую кору  очень приятный вкус получится  если настоять на свежих ягодах крыжовника                                            
734;                                              все ингредиенты смешайте в чаше блендера  измельчите до однородности  по желанию добавьте колотый лед  украсьте веточкой мяты                                            
735;                                              все ингредиенты смешайте в сотейнике с толстым дном  прогрейте на среднем огне   мин  перелейте в стакан и подавайте  посыпав тертым белым шоколадом                                            
736;                                              все ингредиенты по очереди вливайте в стакан с колотым льдом и перемешивайте до охлаждения  украсьте чипсом и вишенкой                                                                                         чтобы сделать чипсы из цитрусовых  их нужно тщательно вымыть и очень тонко нарезать  каждый ломтик обмакнуть в сахарный сироп и сушить на пергаменте в разогретой до  с духовке до нужной степени хрустящести                                            
737;                                              нарежьте арбуз кусочками  удалите косточки  положите кусочки арбуза в блендер и взбейте до однородности                                                                                          выжмите сок из лайма  перемешайте арбуз с соком лайма и добавьте мед или сахар по вкусу  если вам кажется  что коктейль получился слишком густой  долейте немного воды и взбейте еще раз                                                                                          разлейте коктейль по бокалам и украсьте специальными палочками для коктейля                                            
738;                                              замороженную бруснику разморозьте  отожмите из ягод сок в соковыжималке или ложкой  уложив ягоды в сито  стоящее над миской  выжимки положите в кастрюлю  залейте   л холодной воды  на медленном огне доведите до кипения  готовьте  мин   затем процедите                                                                                           с половины апельсина снимите цедру при помощи ножа для чистки овощей  вторую половину апельсина тонко нарежьте кружочками  а потом пополам                                                                                           верните брусничный отвар в кастрюлю  добавьте цедру  сахар и корицу  снова доведите до кипения и варите  мин  влейте отжатый брусничный сок  добавьте мед по вкусу  прогрейте почти до кипения  не кипятите   и разлейте по жаропрочным бокалам или кружкам                                                                                           положите в каждую кружку несколько ломтиков апельсина и по  палочке корицы  подавайте немедленно                                            
739;                                              обжарьте коробочки кардамона на сухой разогретой сковороде на среднем огне  потряхивая   мин  затем раскройте их и выньте семена  сами коробочки больше не понадобятся                                                                                           положите семена вместе с кофейными зернами в кофемолку и смелите как можно мельче  буквально в пыль  если устройство кофемолки позволяет добавьте при помоле сахар                                                                                           влейте в турку  джезву  объемом  мл бутилированную воду всыпьте соль  сахар  если вы не смололи его вместе с кофе  и молотый кофе с кардамоном  не размешивайте                                                                                           поставьте турку на самый минимальный огонь  первые  мин  не трогайте  потом начинайте помешивать  не опуская ложку до дна  чем дольше варится кофе  тем он вкуснее  пока он варится  прогрейте чашки  налив в них кипятка до половины  через  мин  кипяток вылейте  чашки вытрите досуха                                                                                           когда кофе близок к закипанию  разложите по чашкам немного светло коричневой пены  когда шапка пены начнет подниматься  не давая кофе забурлить  снимите турку с огня и сразу же разлейте кофе по чашкам  подавайте немедленно                                           
740;                                              сухофрукты положите в широкую кастрюлю  залейте  л кипящей питьевой воды  добавьте сахар и доведите до кипения на среднем огне                                                                                          уменьшите огонь до минимального и варите  мин  жидкость должна немного загустеть                                                                                          специи слегка растолките в ступке  нарежьте мелко цедру лимона и добавьте в компот  готовьте еще  мин  и снимите с огня  жидкости в компоте должно быть немного  сухофрукты должны пропитаться пряностями                                            
741;                                              сушеные яблоки переберите и промойте  сложите яблоки в кастрюлю  добавьте палочку корицы и залейте кипящей водой  накройте кастрюлю крышкой и оставьте на  ч                                                                                          процедите взвар через мелкое сито  добавьте мед и размешайте до полного растворения                                             
742;                                              положите шиповник в термос  залейте  мл кипящей питьевой воды  закройте и оставьте на  ч                                                                                          залейте овсяные хлопья горячим настоем  заливайте через ситечко  и дайте настояться  мин  затем настой процедите в чистую кастрюлю  туда же отожмите гущу                                                                                          настой подогрейте и снова залейте им гущу  оставьте еще на  мин  снова процедите и отожмите гущу                                                                                          повторите третий раз  в получившееся овсяное молочко добавьте соль и варите  помешивая  до загустения                                                                                          влейте в кисель масло  перемешайте и разлейте в смоченные водой формы  поставьте на  ч в прохладное место                                            
743;                                              поставьте кастрюлю сстаканами холодной питьевой воды на средний огонь  нарежьте очищенный имбирь неслишком мелко иположите вкастрюльку сводой                                                                                          плоской стороной лезвия широкого ножа раздавите коробочки кардамона  добавьте вкастрюльку вместе сзернышками                                                                                          когда жидкость закипит  отсчитайте мин  идобавьте чай  через сек  влейте молоко идоведите до кипения  всыпьте сахар иварите еще сек  сразу же разлейте по чашкам  процеживая через сито                                            
744;                                              нарежьте сушеный инжир на четвертинки  имбирь очистите инарежьте мелкими кубиками                                                                                          сварите сироп из   стакана воды исахара сдобавлением имбиря  апельсиновой цедры испеций  уваривайте втечение  мин  на среднем огне                                                                                          процедите  положите всироп подготовленный инжир  доведите до кипения иварите еще мин  вконце приготовления добавьте портвейн  остудите компот под крышкой до комнатной температуры                                            
745;                                              ягоды облепихи промыть и перебрать                                                                                          грушу нарезать ломтиками                                                                                          сложить ягоды и мяту в чайник и слегка растолочь  добавить грушу  чай                                                                                          долить кипяток в чайник  накрыть и оставить на   минут  после чего добавить мед и перемешать                                            
746;                                              ягоды брусники разминаем и отжимаем сок                                                                                          мезгу кладем в кипящую воду и варим  минут                                                                                          процеживаем отвар  добавляем пряности  доводим до кипения  убавляем огонь и готовим  минут                                                                                          готовый пряный отвар процеживаем  добавляем мед  сахар и сок брусники  доводим до кипения и отключаем плиту                                            
747;                                              влейте все ингредиенты во взбиватель молока для капучино  закройте  включите мотор и взбивайте  сек   пока масса не станет достаточно плотной  но не переусердствуйте  желток не должен превратиться в комочки  перелейте в металлический стаканчик и подавайте                                            
748;                                              добавьте все ингредиенты во взбиватель молока для капучино  закройте  включите мотор и взбивайте  сек   пока масса не станет достаточно плотной  перелейте в бокал рокс и подавайте горячим                                            
749;                                              все ингредиенты влейте в стакан для смешивания  на   наполненный льдом  перемешайте и процедите в охлажденную коктейльную рюмку  украсьте полоской цедры  подавайте сразу же                                            
750;                                              все ингредиенты влейте в шейкер безо льда  закройте и взбивайте  сек  добавьте кубики льда  закройте и взбивайте со льдом  сек  процедите в охлажденный бокал для шампанского и подавайте                                            
751;                                              нагрейте в кастрюле ликер  и мед  влейте виски и сок  продолжайте нагревать  пока смесь не станет почти горячей  перелейте в бокал для бренди и украсьте медом в сотах  уложив их на ложку для абсента                                            
752;                                              все ингредиенты  кроме чая  смешайте в стакане для смешивания  чтобы крем растворился  нагрейте чай и влейте его в какой нибудь оригинальный бокал  добавьте смесь из стакана  украсьте клубникой  подавайте сразу же                                            
753;                                              яблоки нарезать тонкими ломтиками                                                                                           цедру апельсина и мандаринов нарезать тонкими полосками                                                                                          все ингредиенты выложить и влить в кастрюлю  поставить на средний огонь                                                                                           довести глинтвейн до кипения и варить на небольшом огне  минут  пока яблоки не станут мягкими  снять с огня  дать настояться еще минут                                                                                           шумовкой вынуть из кастрюли яблоки  протереть их через сито  вернуть в глинтвейн  снова дать настояться                                                                                          глинтвейн разлить по стаканам                                            
754;                                              мандарин обдайте кипятком  нарежьте дольками и залейте водкой  оставьте минимум на  дня  чем дольше водка настаивается  тем вкуснее будет коктейль                                                                                           засыпьте во френч пресс кофе крупного помола  добавьте немного молотои гвоздики и мускатного ореха и залеите кипятком  налеите кленовый сироп и мандариновую водку  размешаите и накроите поршнем  но опускаите его только через  мин   когда кофе заварится                                             
755;                                              на несколько кубиков льда налейте охлажденный кофе  приготовленный по рецепту  кофейный лимонад  а сверху добавьте газировку  соотношение кофе и газировки                                                
756;                                              сыр растопите в сливках и добавить арахисовую пасту  все размешайте до однородности  сварите двоиную порцию эспрессо  добавьте в него по вкусу коричневыи сахар мусковадо и вмешаите в сливочно сырную смесь  напиток готов                                            
757;                                              в сотейнике смешайте сахар мускавадо с водой  прогрейте до растворения сахара  доведите до кипения и проварите   минут                                                                                           заварите  л кофе любым способом  добавьте молотую корицу  гвоздику  мускатныи орех по вкусу и  мл заранее приготовленного сиропа  охладите                                                                                           подаваите со льдом и обязательно добавьте дольку лимона  она сбалансирует пряности во вкусе                                            
758;                                              взбейте в блендере халву со сливками                                                                                           смешайте порцию эспрессо с ореховым сиропом                                                                                           получившиеся ингредиенты смешаите в молочнике и взбеите капучинатором  чтобы получилась восхитительная молочная пена                                             
759;                                               острым ножом снимите тонкий слой цедры с двух лимонов  стараясь  чтобы не попала белая часть  выжмите из лаймов сок  нарежьте  г дыни на куски и положите в блендер  влейте яблочный и лаймовый сок и измельчите до гладкости  добавьте цедру и уберите в холодильник на  мин                                                                                          удалите цедру и перелейте дынное пюре в кувшин с вином  добавьте лимонад и хорошо перемешайте                                                                                           из оставшейся дыни вырежьте шарики специальной ложкой  или нарежьте ее кусочками   часть нанижите на короткие шпажки  разложите по стаканам колотый лед  разлейте коктейль и украсьте дынными шариками                                           
760;                                              из сахара заранее сварите сироп  добавив воды в соотношении    остудите                                                                                            в блендере измельчите клюкву  процедите через сито и тщательно отожмите  все цитрусовые вымойте щеткой  нарежьте произвольно                                                                                            положите цитрусовые и клюквенное пюре в графин  влейте сироп и потолките пестиком  добавьте лед фраппе  измельченный в блендере   дайте немного постоять  и подавайте                                             
761;                                              нагрейте стакан или кружку  подержите стакан или кружку под слабой струёй горячей воды  чтобы нагреть её до комнатной температуры или чуть теплее  затем вытрите досуха                                                                                          добавьте в стакан коричневый сахар и специи                                                                                          налейте в стакан виски и горячий кофе  оставив наверху немного места для взбитых сливок  хорошо размешайте  чтобы сахар полностью растворился                                                                                          выдавите или выложите ложкой немного взбитых сливок  чтобы они свободно лежали на поверхности напитка                                            
762;                                              нарезаем мелко половинку яблока                                                                                          заливаем в чашку листовой чай  и не дав до конца завариться бросаем туда яблоки                                                                                          и тут же засыпаем корицу  на кончике чайной ложки   чай готов                                            
763;                                              в уже залитый кофе  горячий  засыпать шоколадную стружку                                                                                          потом добавляем корицу  немного  примерно на кончике чайной ложки                                                                                            наливаем молоко  чуть чуть  ориентироваться можно на светло шоколадный оттенок    кофе готов                                            
764;                                              положите всотейник сахар ивесь розмарин  влейте стакан воды идоведите до кипения на среднем огне  как только сахар растворится  снимите сотейник согня ивлейте еще стакан воды  оставьте настаиваться на мин   сироп должен успеть стать ароматным  но не горьким  затем процедите сироп                                                                                          разрежьте арбуз ивырежьте мякоть  удалите косточки инарежьте небольшими кусочками  внесколько приемов измельчите арбуз блендером или вкухонном комбайне вгладкое пюре  затем процедите пюре через мелкое сито  чтобы удалить мякоть                                                                                          положите ежевику вбольшой кувшин ислегка разомните деревянной ложкой  добавьте арбузный сок  сироп илимонный сок иперемешайте  поставьте вхолодильник на ч                                                                                          наполните высокие стаканы наполовину льдом изалейте на   лимонадом  добавьте газированную воду иперемешайте  украсьте веточками розмарина иежевикой                                            
