Номер;Рецепт
926;имбирь натереть на мелкой тёрке  из лимона выжать сок  соединить лимонный сок с натёртым имбирём  в бродильную ёмкость налить  литра воды  отмерить сахар и дрожжи  соединить воду  сахар  дрожжи и имбирно лимонную смесь  дальше делаем гидрозатвор  подробнее об этом в рецепте сидра             и оставляем смесь в тёплом месте на брожение на  дня  через  дня снимаем гидрозатвор  закрываем бутыль крышкой  убираем в холодильник ещё на  дня  затем процеживаем жидкость через сито марля  ставим эль в холодильник  через пару дней эль становится ещё более газированным   можно употреблять внутрь  
927;сахар высыпать на дно трех литровой банки  сверху почти до краев высыпать вишню или любую другую ягоду  залить водкой  настаивать три недели  после того как настойка будет слита  ягоды можно залить снова  до трех раз  
928;стручок ванили надрезать вдоль  извлечь семена  в сотейнике соединить молоко  ванильную палочку и семена ванили  на среднем огне довести до кипения  накрыть крышкой и оставить при комнатной температуре на  час  по прошествии указанного времени   молоко процедить   в тарелке соединить сахар и какао  размешать ложной  высыпать сухую смесь в молоко  довести до кипения и при постоянном помешивании проварить около  х минут  масса загустеет    масса загустеет   молоко еще раз остудить  добавить спирт и перемешать  вылить крем ликер  в бутылку  отправить в холодильник  через несколько часов ликер значительно загустеет    готового продукта у меня вышло  л  приятного аппетита     или что в таком случае говорят         
929;утро   в моем случае кофе варится по восточному  или  о боже  в спешке просто заваривается кипятком  молоко вспенивается отдельно  машинка  френчпресс   все в моем доме имеется  но чаще это все на плите параллельно готовности кофеее и все  если любите с сахаром  поэкспериментируйте с сахаром  я пью без  наливаете завариваете кофе  добавляете любимое вами молоко  холодное или же с пенкой   перемешиваете и         улетаете в рай на встречу свежей прессе  новостям в интернете  или любимому сайту   приятного времени суток и  не замерзайте р   
930;чистые спелые помидоры разрезать на  части  уложить в кастрюлю  распарить на медленном огне  т е  довести до кипения  но не кипятить  массу немного охладить и протирать небольшими порциями через дуршлаг  протирать можно толкушкой  семена и шкурки остаются в дуршлаге  они не понадобятся  сам сок закипятить в кастрюле  убрать пену  добавить соль и сахар по вкусу  кто как любит  сок готов его можно пить  но для длительного хранения  разлейте в стерильные банки и простерилизуйте   минут в кипящей воде  закатать стерильными  прокипячёными крышками  
931;тыкву нарезать ломтиками  смазать растительным маслом  выложить на противень  застеленный фольгой и запечь в духовке около  минут при  град  выложить тыкву в блендер   добавить нарезанный на кусочки банан  малину  залить все йогуртом  добавить овсяные хлопья и сахарную пудру  взбить  разлить смузи по стаканам  украсить малиной и листочками мяты  приятного аппетита  
932;молоко разогреваем в ковшике  добавив туда тыквенне пюре и сахар  молоко хорошо прогреваем  но не доводим до кипения    снимаем с огня  добавляем пряности и  ч л  экстракта ванили  разливаем в два больших стакана  взбиваем до образования пенки заливаем кофе   можно сверху добавить взбитые сливки    и      наслаждаемся   
933;морковку помыть и почистить   тыкву почистить от кожуры и семян  порезать сегментами  яблоко порезать на четвертинки и очистить от семян  кожуру я оставляю   сделать на соковыжималке сок из овощей и фруктов  добавить  столовую ложку лимонного сока  добавить каплю меда и можно пить свежевыжатый сок        
934;в глубокой мисочке на водяной бане растапливаем шоколад  постепенно вливая к нему сливки  все время перемешиваем шоколад со сливками  чтобы добиться однородной структуры  когда смесь приобретет однородную структуру добавляем корицу  нагреваем молоко  добавляем к нему семена ванили и даем настоятся несколько минут  процеживаем молоко и добавляем его к шоколаду  хорошо все перемешиваем  чтобы получилась однородная структура  выключаем огонь и оставляем шоколад на бане  чтобы он не остыл  разливаем шоколад по чашкам  сверху посыпаем корицей  приятного аппетита     
935;сварить свежий крепкий кофе  эспрессо добавить коньяк или ликер  растворить в воде сахарный песок и кипятить  минут  добавить кофе  перемешать и остудить  перелить в стеклянную емкость и поставить в морозильную камеру на  часа или приготовить граниту с помощью мороженицы  я так и поступила   на что уходит минут      через  минут как только масса застынет  разложить ее по креманкам  или в стеклянные бокалы и размять вилкой  подавать можно с добавлением сока лимона либо с взбитыми сливками  а сверху присыпать тертым шоколадом   
936; укроп измельчить и отправить в стакан для погружного блендера  добавить охлажденный кефир  соль по вкусу и все взбить  налить в бокал и наслаждаться  
937;заварить чай  традиционно  обдать чашку чайник кипятком  насыпать заварку в расчете  ч л  на чашку    ч л  на чайник  заварить свежим  живым  кипятком  дать настояться пару минут  добавить молоко     ст л   можно как в англии и больше   сахар по вкусу  отдельно о специях  с чаем с молоком прекрасно дружит кардамон  зимой  к ароматной выпечке  для гостей я завариваю насыщенно  в чайник с свежезаваренным чаем  а лучше до  я добавляю кардамон  целый или молотый   гвоздику   шт    корицу  либо кусочек  но не палочку   либо немного молотой  сушеный  молотый  либо свежий имбирь     ч л   и обязательно сахар  здесь он необходим  в расчете  ч  ложка на чашку  а там по желанию  сахар выбирайте на свой вкус  просто с чаем с молоком хорош будет коричневый  обычный даст приятную сладость  но чем темнее сахар  тем он дороже  и ароматнее и вкуснее  поэтому масковадо можно даже вприкуску  лично я так люблю  и подавать  надеюсь  чай с молоком станет вашим излюбленным согревающим чаем  но в любом случаем  он не оставит вас равнодушным    приятной осени и теплых вечеров вам  
938;заварочный чайник обдать кипятком  положить дольки яблока  засыпать сахаром  положить мяту   в сито положить чай  гвоздику  корицу  кусочки   положить чай в сите в чайник  залить кипятком и настаивать  минут   добавить ложку мёда  настаивать ещё  минут   в стеклянные бокалы для глинтвейна положить по  ломтика яблока  налить по  мл горячего яблочного сока  долить настоявшимся пряным чаем   по желанию добавить ром или кальвадос  подавать сразу  наслаждайтесь  
939;в стакан со свежезаваренным чаем  в моем случае ассам  вы можете использовать любой любимый вами сорт  но помните  он в любом случае посветлеет  добавить корочку апельсина  цедру  но можно захватить и белую часть   кусочки апельсина  которые следует размять  сахар  мед и или пряности добавить по вкусу  с апельсином прекрасно дружит корица  кардамон  гвоздику и имбирь я люблю в чае с молоком  но сюда они тоже подойдут  перемешать и пить  вуаля  
940;собираем ягоду  можно вперемежку   чистить и выбирать листочки и веточки не обязательно  ссыпаем в тару и засыпаем сахаром чтобы ягода вся была  обволочена в нём  заливаем ягоду кипятком  так  чтобы она вся погрузилась в кипяток  оставляем настаиваться примерно  дней  не закупоривая плотно  иначе  когда будет играть  может начать  стрелять    пока ягода настаивается  день через день перемешиваем  если плесневеет снимаем верх ягод   спустя  дней процеживаем ягоду через сито  не выжимая особо ягоду  иначе вино будет иметь очень много осадка  в кастрюлю по нужному объёму  желательно эмалированную или нержавейку    добавляем сахар по вкусу и ставим на огонь  готовим тару  желательно заранее   доводим вино до первого кипения  это важно не дать вину кипеть  а именно дать появиться первым булькам  не пугайтесь пенки  просто снимите её  как на варенье и разливаем по самые края  с горкой   это не даст вину плесневеть   охлаждаем до комнатной температуры и убираем в холод для настаивание  желательно в тёмное место  ну а при необходимости похвастаться своим вином угощаем гостей  
941;продукты    отмеряем  литра сока  ставим на огонь и всыпаем сахар    я добавляла сахар частями  сок выкипал немного  подсыпала сахар и снова давала увариться    образуется пенка  которую надо постоянно снимать на блюдце  сок сироп мешать деревянной лопаточкой  чтобы сахар не оседал на дне  а равномерно растворялся  в конце часового уваривания добавим немного корицы  мне захотелось ради эксперимента    тщательно перемешаем и растворим все комочки  сироп получается насыщенного янтарного цвета  но у меня к сожалению  или к счастью  отразилось на поверхности небо в облаках    пока сироп уваривается  готовим стеклотару  я всегда для варенья сиропов беру маленькие баночки чтобы    открыл съел убрал     не люблю полупустые большие банки  занимающие место в холодильнике    моем с пастой  ошпариваем кипятком  даём стечь лишним каплям воды  крышки желательно прокипятить в небольшой мисочке или кастрюльке    так делала моя мама и потом уже и я сама  я кипячу с двух сторон для гарантии  разливаем горячий густущий сироп по баночкам    очень осторожно    из двух литров получается вот такое количество разных баночек  закрываем горячими крышками не переворачиваем    отправляем храниться в кладовку или на нижнюю полку шкафчика   можно снять пробу  разведя водой по вкусу    мы наливали сиропа четверть стакана  а остальное кипячёная вода  
942;подготовить специи  измельчить в ступке или в кофемолке  воду вскипятить  добавить все специи  кроме корицы  добавить имбирь  проварить пару минут  добавить чай  проварить ещё  минуту  выключить огонь  накрыть крышкой  дать настояться   минут  добавить корицу  добавляем в конце  потому что корица не любит долгого кипячения   снова включить огонь  влить молоко  довести почти до кипения  но не кипятить  чай процедить  подсластить  подавать горячим  на здоровье  рецепт     стакан воды   стакан молока   ч л  чёрного чая   ст л  рубленного свежего имбиря   коробочки кардамона   звёздочка бадьяна  палочка корицы    ч л  семян фенхеля   ст л  мёда  или сахара  или кленового сиропа  
943;отбираем переспелые чистые томаты    заливаем кипятком и оставляем на некоторое время  спокойно теперь убираем кожицу  разрежем крупные помидорины на  части  мелкие на две  помещаем чеснок в чистелку от ю  высоцкой и прокатываем пару раз  надавливая рукой  высыпаем на стол очищенный чеснок  осталось его разрезать на кусочки и отправить к томатам  теперь добавляем  что душа просит  сухой или свежий базилик    перец чили  если любите остренькое и масло для шелковистой структуры сока    примерно   ложки влила  у меня остался бедный лайм без цедры  которая ушла в выпечку    берём силиконовую лимонницу   помощницу от ю  высоцкой    помещаем лайм срезом вниз и давим лимонницу  лайм можно заменить лимоном  тогда его нужно поменьше  соль  перец досыпаем по вкусу  помещаем погружной блендер и начинаем взбивать    через пару минут сок готов  разливаем по широким стаканам  у меня для виски   так как сок густой    угощаем родных и с наслаждением пьём сами    я подавала вчера к  баннице     очень удачное сочетание получилось  скажу я вам  тем более днём у нас стоит летняя погода и горячего пока не хочется    рецепт  банницы  здесь                
944;заварить кофе и сразу положить мороженое    я подождала минутку  мороженко взялось пышной пенкой от горячего кофе   
945;клюкву помыть  размять толкушкой или измельчить в блендере  но не очень сильно    размятые ягоды положить в марлю   отжать сок в неокисляющуюся посуду  убрать в сторону  морлю не выбрасывать  еще пригодится  жмых от ягод положить в кастрюлю  залить водой  довести до кипения  затем ягодный отвар процедить через марлю  жмых выбросить   добавить сахар и сок от клюквы  хорошо перемешать  остудить    и можно пару дней наслаждаться вкусным и полезным напитком      
946;чай размять разрезать  растолочь  залить водой  дать закипеть и варить на слабом огне минут десять  влить немного молока  довести до кипения  так по чуть чуть влить всё молоко    добавить соль  специи  проварить   минут  дать настояться под закрытой крышкой  через  минут чай перемешать   далее такой обычай  зачерпывать половником чай и выливать обратно в кастрюлю с небольшой высоты  у всех по разному  у кого то надо повторить эту процедуру  раз  кто то делает       напиток процедить   подавать в больших пиалах  с кусочком сливочного масла  к калмыцкому чаю обычно подают брынзу солёный сыр и баурсаки  пончики из дрожжевого или пресного теста   употреблять джомбу принято утром на завтрак или на поздний ужин  так выглядит  граммовый кусок чая  
947; молоко и сливки я разогрела немного в микроволновке  смешала с сахаром  в рецепте надо еще добавить ванилин  но у меня не было  добавила натуральный йогурт  размешала и разлила по баночкам  баночки у меня от детского питания  г   дно чаши мультиварки застелила тряпочкой  поставила баночки и налила воды до плечиков баночек  режим  йогурт  без кипячения     часов  потом убрала в холодильник  
948;яблоки вымыть и удалить сердцевину специальным приспособлением  нарезать яблоки ломтиками в кухонном комбайне  так лучше и быстрее будет выделяться сок  если нет комбайна  разрезать яблоки минимум на  частей  кожуру снимать не нужно  закладываем порезанные яблоки в соковарку по уровень в верхней кастрюле  фруктовнице   добавляем имбирь  нарезанный также ломтиками    в нижнюю часть соковарки наливаем воду  сверху ставим резервуар для сборки сока и наверх фруктовницу  накрываем крышкой и ставим на средний огонь  через    часа сок готов  важно периодически проверять уровень воды в нижнем резервуаре  при необходимости долить и уровень готового сока  перелить через трубочку  шланг  в стерилизованные бутылки и плотно их закрыть или закатать в банки  а из оставшихся яблок можно приготовить повидло или испечь с ними пирог     
949;все ингредиенты взбить в блендере  
950; облепиху перебрать  очистить от сора  помыть в дуршлаге и дать стечь воде  примерно  г облепихи превращаем в пюре при помощи толкушки для картофеля или пестика  если вы используете замороженную ягоду  ее лучше залить небольшим количеством кипятка  чтобы проще было разминать облепиху  также на этом этапе можно добавить сахарный песок  если вы не используете мед   выкладываем облепиховое пюре в чайник  добавляем оставшиеся целые ягоды и черный чай    заливаем кипятком и даем настояться минут   аккуратно перемешиваем  кладем в чашки  чайную ложечку меда  можно больше или меньше    наливаем чай через ситечко  размешиваем мед до полного растворения     
951;сварить сироп  насыпать сахар в кастрюлю  залить питьевой водой и варить на среднем огне  постоянно помешивая до полного растворения сахара  не доводить до кипения  снять с огня и остудить  чернику вымыть в дуршлаге  дать стечь воде и размять ложкой в небольшой мисочке  сироп перелить  в кувшин  добавить размятые ягоды черники  сок лимона  лед и минеральную воду  тщательно перемешать  разлить по бокалам через ситечко     
952;приготовить сироп  насыпать сахарный песок в кастрюлю  залить водой   нагреть на небольшом огне  постоянно помешивая до полного растворения сахара   не кипятить     снять с плиты  остудить  выжать сок из  лимонов  базилик вымыть  высушить и отделить листья  взбить в блендере листья базилика с лимонным соком в течении  минуты  налить сироп в большой стеклянный кувшин  процедить базилик лимон в кувшин  лайм вымыть и нарезать кружочками добавить в кувшин  залить минеральной водой  тщательно перемешать  добавить кубики льда  разлить по бокалам и украсить дольками лайма и веточкой базилика     
953;заварим в чайнике чай на  литр и дадим ему полностью охладиться  перельем в кувшин охлажденный чай добавим пищевой лед и поставим в холодильник  чай должен быть холодный холодный   в это время порежем и очистим наши фрукты   достанем из холодильника добавим наши приготовленные фрукты мяту  сахар  воды холодной и лед пищевой  перемешаем  подаем в высоких стаканах со льдом   кувшин держим в холодильнике  
954;бросить мытые ягоды в блендер  добавить молоко  взбивать на маленькой скорости  сек  затем на большой  сек   
955;приготовим все продукты для коктейля  молоко  желе и мороженое  фрукт по желанию  взбить мороженое  порошок со вкусовым желе   молоко  разлить по бокалам  сверху взбитые сливки  дольками апельсина украсим коктейль и наслаждаемся  
956;продукты    бананы очищаем и ломаем на кусочки в стакан для блендера    так как бананы не очень ярко смотрятся в обработке  всегда для цвета добавляю насыщенное яркое варенье    в данном случае сироп от чёрно смородинового варенья  отрезаем половинку лайма    и выдавливаем из него сок  сливки нужны для жидкой текстура    можно заменить йогуртом или молоком или кефиром  добавим щепотку ванили  все добавки   дело вкуса    кому то нравится густые напитки  кому то жидкие    взбиваем блендером до однородного состояния  выливаем в стакан  украшаем вишенками    подаём с сердечной любовью и пожеланиям доброго утра    
957;я люблю соотношение    т к  пиво при наливании сильно пенится  стакан с бутылкой рекомендуется держать под углом друг к другу   домиком  итак половина высокого стакана пива  долить лимонадом  естественно все напитки должны быть хорошо охлаждёнными  употребляется  сразу  прост   
958;вишню заливаем водой и на огонь  прокипит  снять  оставить на ночь настаиваться  никакого узора тут нет  да простят меня поклонники здорового образа жизни  но я варила косточки от вишен  которые остались после выковыривания их из ягод для варенья  вот такой напиток насыщенного цвета получается косточки   это отдельная песня  ну да  синильная кислота   вред    а что мы едим вместо колбасы  так что косточки совершенно полезны  так вот  если их просушить  сложить в полотняный мешочек  то при простуде или ноющих суставах достаточно их немного прогреть и приложить в воспаленным местам   то суставная боль снимается  а нос и горло прогреваются лучше и полезнее  чем солью итак  процеженный напиток снова воодружаем на плиту  кладем сахар и ждем волшебных булек  которые возвестят о кипении  кладем сахар  здесь не принципиально  когда положить  до кипения или после  я никогда не кладу сахар в период варки ягод  если они в еду не пойдут  часть сладости впитывается в них и уходит напрасно а тем временем скрасим период ожидания сотворением волшебного зелья  здесь все идет от ваших мироощущений и вкусовых пристрастий  я не люблю жидкий кисель  и не люблю густой  когда он напоминает желе  я беру на литр воды  столовые ложки крахмала  без фанатизма  т е  без горки  тут у меня  литра  составляем соответствующую пропорцию  как вам удобнее    или        ст л крахмала разводим в холодной воде   стакана водички достаточно медленно и тоненькой струйкой вливаем крахмал    постоянно помешивая  лучше всех с этим делом справится венчик  кисель должен не только загустеть  но и закипеть малинка   а вот теперь и ее выход на сцену этой сладкой оперы итак  сольная партия малины  кисель закипел  снимаем его с огня  засыпаем малину и перемешать  малина не должна вариться  достаточно того  что в густой кисельной массе она пропарится  но останется свежей  а теперь закрываем кастрюльку и вспоминаем детство  как я ненавидела пенку в киселе  дома я тщательно следила  как мне наливают кисель  и если это делалось не половником  а через край  то противная толстая пенка медленно сползала  а потом плюхалась в кружку  а в детсаду   там кисель вообще из одних пенок был  так вот  если накрыть кастрюлю сразу и остудить кисель под крышкой  то риск образования пенок минимален ну вот  дождались  кисель хорош теплым и холодным  а вот горячий кисель кушать   рискованное занятие          берем чашку  бокал  стакан  дело не в форме  наливаем кисель  обязательно прихватывая малинки  сверху для красы можно парочку свежих положить  и наслаждаемся    нежный  шелковистый  сладкий  с глубоким вишневым вкусом и    сюрприз  кисленькая малинка со своими ароматами  это почти как в салате  когда ты чувствуешь каждый ингредиент  только это десерт  любимый дедушкин кисель    деда нет уже  лет  а кисель мы варим частенько  так и называя его  спасибо русской кухне 
959;клубнику нужно помыть  тщательно обсушить бумажными полотенцами  удалить плодоножку и разрезать пополам  затем ягоды выложить в стеклянную банку    готовим сахарный сироп  в кастрюлю влить воду  довести ее до кипения и всыпать сахар  помешивая сироп ложкой  дождитесь  пока он растворится  сироп полностью остудите  смешайте с водкой и залейте получившийся жидкостью ягоды  герметично закройте банку и уберите в темное сухое прохладном место на  дней  встряхивайте ее каждые два дня  затем при помощи сита отфильтруйте ликер  разлейте по бутылкам и герметично закройте  клубнику выбросите  оставьте фраголино при комнатной температуре на два дня  
960;наслаждайтесь  
961;приятного аппетита  
962;кипятим воду  обрываем листья базилика  режем лимон  бросаем в кипяток базилик  лимон  сахар  доводим до кипячения  выключаем  все готово  
963;лимон помыть  обсушить и снять с него цедру ножом для чистки овощей   лимон убрать в холодильник   он нам понадобится только через  часа  цедру лимона с листьями смородины  положить в кастрюлю и добавить воды  довести до кипения  ягоды черники промыть в дуршлаге и дать стечь воде  затем раздавить чернику  процедить через мелкое сито отвар и залить им чернику  дать остыть  добавить сахар и дрожжи  аккуратно перемешать  накрыть марлей и поставить в теплое место на  часа  из лимона выжать сок  квас процедить и добавить в него лимонный сок  тем временем в каждую  бутылку для кваса положить по   изюминок и влить квас через воронки  закупорить бутылки и поставить в холодильник настаиваться на   дня     
964;продукты    очищаем переспелые бананы    взбиваем в пюре    чернику промываем даём стечь воде   добавляем горсть ягод в банановое пюре    вливаем немного кофейных сливок    ложечку мёда добавляем    взбиваем блендером    выливаем в стакан    кидаем лёд и украшаем верх кокосовой стружкой  сразу подаём на полдник или просто как вкусный полезный десерт вприкуску с шоколадкой    
965;продукты    используем переспелые бананы    очищаем  взбиваем в блендере в пюре    берём лучше растворимое какао   обычно уже с сахаром  добавляем в пюре пару ложечек какао    одну ложечку жидкого мёда   две если какао без сахара  немного кофейных сливок или молока    взбиваем и сразу переливаем в стакан    добавляем пару кубиков льда    и сразу подаем в качестве вкусного прохладного десерта    
966;продукты    переспелые бананы подойдут для смузи лучше всего  я сразу очистила  штук для всех рецептов    взбиваем блендером бананчики    подливаем к банановому пюре кофейные сливки     я всегда их держу в холодильнике для кофе или какао  добавляем ложечку мёда   можно взять любое варенье вместо мёда и карамельного сиропа  но мёд с бананчиками очень очень сочетается    вот такой карамельный соус мой младший сын любит поливать на творог    сироп соус очень густой поэтому достаточно тоже ложечку добавить    взбиваем всё с ванилью по желанию и выливаем в стакан    пара кубиков льда не помешает в жару    подаём к коктейлю солёненький арахис и финики   надо себя побаловать полезным сладеньким    
967;в кастрюле соединить сахар  лимонный сок и чашку воды  проварить несколько минут до растворения сахара   добавить мякоть манго и оставить еще на пару минут  помешивая  снять с огня  остудить  процедить содержание  разбавить водой до нужной концентрации  и дать настояться в холодильнике хотя бы часа    
968;
969;приготовим высокие стаканы и все для коктейля  для коктейля правильного сначала выкладываем лед  а затем амаретто и апельсиновый сок газированная вода и последним идет гренадин  я пошла другим путем сначала все жидкости а затем лед чтоб льда было не так много  трубочкой перемешать  наш коктейль готов  нам он понравился и мы повторили его на еще раз    
970;продукты    огурцы берём упругие  сочные    огурец очищаем от кожицы    крупно нарежем    добавляем к йогурту     лучше без добавок  нейтральный или взять простой кефир  кусочек имбиря очищаем и нарезаем помельче    добавляем к основе вместе с мятой   вливаем немного любой газированной воды без добавок    жидкий мёд    взбиваем блендером  наливаем сразу в широкий стакан  украшаем листиками мяты или сердечком из имбиря    если минералка не из холодильника  то добавляем лёд  можно подавать  это вкусно    освежает не хуже мороженого    
971;подготовим ингредиенты  апельсин  лимон хорошенько моем  можно обдать кипятком  снимаем ножом или овощечисткой цедру  по необходимости удаляя белый слой  затем чистим от белой кожицы и нарезаем кусочками  т е  мы используем только самый верхний слой цедры и мякоть с прожилками  по необходимости вынимаем косточки  я это всё делала потому  что не люблю связываться с белым слоем цитрусовых  порой  он может испортить весь вкус  морковь чистим  моем  нарезаем кусочками  все эти продукты складываем в блендер и измельчаем в кашицу  перекладываем в кастрюлю  насыпаем сахар  наливаем  мл воды и добавляем сок лимона  перемешиваем  доводим до кипения и кипятим  минут  затем даём остыть под крышкой  процеживаем через мелкое ситечко своего рода концентрат  разводим его  мл воды  охлаждаем и подаём  можно с кубиками льда   
